Week_of_Year,Date,Board_Number,Site_Type,Board_Type,Species,Count,Daily_Precipitation,Weekly_Precipitation,Maximum_Temperature
41,10/10/19,21,Mature Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,22,Mature Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,23,Mature Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,24,Mature Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,25,Mature Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,26,Mature Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,27,Mature Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,28,Mature Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,29,Mature Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,30,Mature Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,31,Transitional Forest,Artificial,RB,1,0,0.4318,19.44444444
41,10/10/19,32,Transitional Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,33,Transitional Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,34,Transitional Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,35,Transitional Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,36,Transitional Forest,Artificial,RB,1,0,0.4318,19.44444444
41,10/10/19,37,Transitional Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,38,Transitional Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,39,Transitional Forest,Artificial,NA,0,0,0.4318,19.44444444
41,10/10/19,40,Transitional Forest,Artificial,NA,0,0,0.4318,19.44444444
42,10/17/19,1,Mature Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,2,Mature Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,3,Mature Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,4,Mature Forest,Natural,RB,1,1.4478,2.8448,8.888888889
42,10/17/19,5,Mature Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,6,Mature Forest,Natural,RB,1,1.4478,2.8448,8.888888889
42,10/17/19,6,Mature Forest,Natural,RB,1,1.4478,2.8448,8.888888889
42,10/17/19,7,Mature Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,8,Mature Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,9,Mature Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,10,Mature Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,11,Transitional Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,12,Transitional Forest,Natural,RB,1,1.4478,2.8448,8.888888889
42,10/17/19,13,Transitional Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,14,Transitional Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,15,Transitional Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,16,Transitional Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,17,Transitional Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,18,Transitional Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,19,Transitional Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,20,Transitional Forest,Natural,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,21,Mature Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,22,Mature Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,23,Mature Forest,Artificial,RB,1,1.4478,2.8448,8.888888889
42,10/17/19,24,Mature Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,25,Mature Forest,Artificial,RB,1,1.4478,2.8448,8.888888889
42,10/17/19,26,Mature Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,27,Mature Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,28,Mature Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,29,Mature Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,30,Mature Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,31,Transitional Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,32,Transitional Forest,Artificial,RB,1,1.4478,2.8448,8.888888889
42,10/17/19,33,Transitional Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,34,Transitional Forest,Artificial,RB,1,1.4478,2.8448,8.888888889
42,10/17/19,35,Transitional Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,36,Transitional Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,37,Transitional Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,38,Transitional Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,39,Transitional Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
42,10/17/19,40,Transitional Forest,Artificial,NA,0,1.4478,2.8448,8.888888889
43,10/24/19,1,Mature Forest,Natural,RB,1,0,1.0668,14.44444444
43,10/24/19,2,Mature Forest,Natural,NA,0,0,1.0668,14.44444444
43,10/24/19,3,Mature Forest,Natural,NA,0,0,1.0668,14.44444444
43,10/24/19,4,Mature Forest,Natural,RB,1,0,1.0668,14.44444444
43,10/24/19,5,Mature Forest,Natural,NA,0,0,1.0668,14.44444444
43,10/24/19,6,Mature Forest,Natural,RB,1,0,1.0668,14.44444444
43,10/24/19,6,Mature Forest,Natural,RB,1,0,1.0668,14.44444444
43,10/24/19,7,Mature Forest,Natural,NA,0,0,1.0668,14.44444444
43,10/24/19,8,Mature Forest,Natural,NA,0,0,1.0668,14.44444444
43,10/24/19,9,Mature Forest,Natural,RB,1,0,1.0668,14.44444444
43,10/24/19,10,Mature Forest,Natural,NA,0,0,1.0668,14.44444444
43,10/24/19,11,Transitional Forest,Natural,NA,0,0,1.0668,14.44444444
43,10/24/19,12,Transitional Forest,Natural,NA,0,0,1.0668,14.44444444
43,10/24/19,13,Transitional Forest,Natural,NA,0,0,1.0668,14.44444444
43,10/24/19,14,Transitional Forest,Natural,RB,1,0,1.0668,14.44444444
43,10/24/19,15,Transitional Forest,Natural,RB,1,0,1.0668,14.44444444
43,10/24/19,16,Transitional Forest,Natural,NA,0,0,1.0668,14.44444444
43,10/24/19,17,Transitional Forest,Natural,NA,0,0,1.0668,14.44444444
43,10/24/19,18,Transitional Forest,Natural,NA,0,0,1.0668,14.44444444
43,10/24/19,19,Transitional Forest,Natural,NA,0,0,1.0668,14.44444444
43,10/24/19,20,Transitional Forest,Natural,NA,0,0,1.0668,14.44444444
43,10/24/19,21,Mature Forest,Artificial,NA,0,0,1.0668,14.44444444
43,10/24/19,22,Mature Forest,Artificial,NA,0,0,1.0668,14.44444444
43,10/24/19,23,Mature Forest,Artificial,NA,0,0,1.0668,14.44444444
43,10/24/19,24,Mature Forest,Artificial,NA,0,0,1.0668,14.44444444
43,10/24/19,25,Mature Forest,Artificial,RB,1,0,1.0668,14.44444444
43,10/24/19,26,Mature Forest,Artificial,NA,0,0,1.0668,14.44444444
43,10/24/19,27,Mature Forest,Artificial,NA,0,0,1.0668,14.44444444
43,10/24/19,28,Mature Forest,Artificial,NA,0,0,1.0668,14.44444444
43,10/24/19,29,Mature Forest,Artificial,RB,1,0,1.0668,14.44444444
43,10/24/19,30,Mature Forest,Artificial,NA,0,0,1.0668,14.44444444
43,10/24/19,31,Transitional Forest,Artificial,NA,0,0,1.0668,14.44444444
43,10/24/19,32,Transitional Forest,Artificial,NA,0,0,1.0668,14.44444444
43,10/24/19,33,Transitional Forest,Artificial,NA,0,0,1.0668,14.44444444
43,10/24/19,34,Transitional Forest,Artificial,NA,0,0,1.0668,14.44444444
43,10/24/19,35,Transitional Forest,Artificial,RB,1,0,1.0668,14.44444444
43,10/24/19,36,Transitional Forest,Artificial,NA,0,0,1.0668,14.44444444
43,10/24/19,37,Transitional Forest,Artificial,NA,0,0,1.0668,14.44444444
43,10/24/19,38,Transitional Forest,Artificial,RB,1,0,1.0668,14.44444444
43,10/24/19,38,Transitional Forest,Artificial,RB,1,0,1.0668,14.44444444
43,10/24/19,39,Transitional Forest,Artificial,NA,0,0,1.0668,14.44444444
43,10/24/19,40,Transitional Forest,Artificial,RB,1,0,1.0668,14.44444444
44,10/31/19,1,Mature Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,2,Mature Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,3,Mature Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,4,Mature Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,5,Mature Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,6,Mature Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,7,Mature Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,8,Mature Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,9,Mature Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,10,Mature Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,11,Transitional Forest,Natural,RB,1,0.6858,2.9972,15
44,10/31/19,12,Transitional Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,13,Transitional Forest,Natural,RB,1,0.6858,2.9972,15
44,10/31/19,14,Transitional Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,15,Transitional Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,16,Transitional Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,17,Transitional Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,18,Transitional Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,19,Transitional Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,20,Transitional Forest,Natural,NA,0,0.6858,2.9972,15
44,10/31/19,21,Mature Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,22,Mature Forest,Artificial,RB,1,0.6858,2.9972,15
44,10/31/19,23,Mature Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,24,Mature Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,25,Mature Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,26,Mature Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,27,Mature Forest,Artificial,FT,1,0.6858,2.9972,15
44,10/31/19,28,Mature Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,29,Mature Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,30,Mature Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,31,Transitional Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,32,Transitional Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,33,Transitional Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,34,Transitional Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,35,Transitional Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,36,Transitional Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,37,Transitional Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,38,Transitional Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,39,Transitional Forest,Artificial,NA,0,0.6858,2.9972,15
44,10/31/19,40,Transitional Forest,Artificial,NA,0,0.6858,2.9972,15
45,11/7/19,1,Mature Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,2,Mature Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,3,Mature Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,4,Mature Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,5,Mature Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,6,Mature Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,7,Mature Forest,Natural,RB,1,0.1524,4.4704,8.333333333
45,11/7/19,8,Mature Forest,Natural,RB,1,0.1524,4.4704,8.333333333
45,11/7/19,9,Mature Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,10,Mature Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,11,Transitional Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,12,Transitional Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,13,Transitional Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,14,Transitional Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,15,Transitional Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,16,Transitional Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,17,Transitional Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,18,Transitional Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,19,Transitional Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,20,Transitional Forest,Natural,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,21,Mature Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,22,Mature Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,23,Mature Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,24,Mature Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,25,Mature Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,26,Mature Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,27,Mature Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,28,Mature Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,29,Mature Forest,Artificial,RB,1,0.1524,4.4704,8.333333333
45,11/7/19,30,Mature Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,31,Transitional Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,32,Transitional Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,33,Transitional Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,34,Transitional Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,35,Transitional Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,36,Transitional Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,37,Transitional Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,38,Transitional Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,39,Transitional Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
45,11/7/19,40,Transitional Forest,Artificial,NA,0,0.1524,4.4704,8.333333333
36,9/8/20,1,Mature Forest,Natural,RB,1,3.8354,7.493,17.77777778
36,9/8/20,1,Mature Forest,Natural,RB,1,3.8354,7.493,17.77777778
36,9/8/20,2,Mature Forest,Natural,NA,0,3.8354,7.493,17.77777778
36,9/8/20,3,Mature Forest,Natural,NA,0,3.8354,7.493,17.77777778
36,9/8/20,4,Mature Forest,Natural,NA,0,3.8354,7.493,17.77777778
36,9/8/20,5,Mature Forest,Natural,NA,0,3.8354,7.493,17.77777778
36,9/8/20,6,Mature Forest,Natural,NA,0,3.8354,7.493,17.77777778
36,9/8/20,7,Mature Forest,Natural,NA,0,3.8354,7.493,17.77777778
36,9/8/20,8,Mature Forest,Natural,RB,1,3.8354,7.493,17.77777778
36,9/8/20,9,Mature Forest,Natural,NA,0,3.8354,7.493,17.77777778
36,9/8/20,10,Mature Forest,Natural,NA,0,3.8354,7.493,17.77777778
36,9/8/20,11,Transitional Forest,Natural,RB,1,3.8354,7.493,17.77777778
36,9/8/20,12,Transitional Forest,Natural,NA,0,3.8354,7.493,17.77777778
36,9/8/20,13,Transitional Forest,Natural,RB,1,3.8354,7.493,17.77777778
36,9/8/20,14,Transitional Forest,Natural,RB,1,3.8354,7.493,17.77777778
36,9/8/20,14,Transitional Forest,Natural,SS,1,3.8354,7.493,17.77777778
36,9/8/20,15,Transitional Forest,Natural,RB,1,3.8354,7.493,17.77777778
36,9/8/20,15,Transitional Forest,Natural,RB,1,3.8354,7.493,17.77777778
36,9/8/20,16,Transitional Forest,Natural,NA,0,3.8354,7.493,17.77777778
36,9/8/20,17,Transitional Forest,Natural,RB,1,3.8354,7.493,17.77777778
36,9/8/20,18,Transitional Forest,Natural,NA,0,3.8354,7.493,17.77777778
36,9/8/20,19,Transitional Forest,Natural,NA,0,3.8354,7.493,17.77777778
36,9/8/20,20,Transitional Forest,Natural,RB,1,3.8354,7.493,17.77777778
36,9/8/20,20,Transitional Forest,Natural,RB,1,3.8354,7.493,17.77777778
36,9/8/20,21,Mature Forest,Artificial,RB,1,3.8354,7.493,17.77777778
36,9/8/20,22,Mature Forest,Artificial,NA,0,3.8354,7.493,17.77777778
36,9/8/20,23,Mature Forest,Artificial,NA,0,3.8354,7.493,17.77777778
36,9/8/20,24,Mature Forest,Artificial,NA,0,3.8354,7.493,17.77777778
36,9/8/20,25,Mature Forest,Artificial,RB,1,3.8354,7.493,17.77777778
36,9/8/20,26,Mature Forest,Artificial,RB,1,3.8354,7.493,17.77777778
36,9/8/20,27,Mature Forest,Artificial,RB,1,3.8354,7.493,17.77777778
36,9/8/20,28,Mature Forest,Artificial,NA,0,3.8354,7.493,17.77777778
36,9/8/20,29,Mature Forest,Artificial,NA,0,3.8354,7.493,17.77777778
36,9/8/20,30,Mature Forest,Artificial,NA,0,3.8354,7.493,17.77777778
36,9/8/20,31,Transitional Forest,Artificial,RB,1,3.8354,7.493,17.77777778
36,9/8/20,31,Transitional Forest,Artificial,RB,1,3.8354,7.493,17.77777778
36,9/8/20,32,Transitional Forest,Artificial,SS,1,3.8354,7.493,17.77777778
36,9/8/20,33,Transitional Forest,Artificial,RB,1,3.8354,7.493,17.77777778
36,9/8/20,34,Transitional Forest,Artificial,RB,1,3.8354,7.493,17.77777778
36,9/8/20,35,Transitional Forest,Artificial,RB,1,3.8354,7.493,17.77777778
36,9/8/20,36,Transitional Forest,Artificial,NA,0,3.8354,7.493,17.77777778
36,9/8/20,37,Transitional Forest,Artificial,RB,1,3.8354,7.493,17.77777778
36,9/8/20,37,Transitional Forest,Artificial,RB,1,3.8354,7.493,17.77777778
36,9/8/20,38,Transitional Forest,Artificial,NA,0,3.8354,7.493,17.77777778
36,9/8/20,39,Transitional Forest,Artificial,NA,0,3.8354,7.493,17.77777778
36,9/8/20,40,Transitional Forest,Artificial,RB,1,3.8354,7.493,17.77777778
37,9/15/20,1,Mature Forest,Natural,NA,0,0,0.7112,18.88888889
37,9/15/20,2,Mature Forest,Natural,NA,0,0,0.7112,18.88888889
37,9/15/20,3,Mature Forest,Natural,NA,0,0,0.7112,18.88888889
37,9/15/20,4,Mature Forest,Natural,RB,1,0,0.7112,18.88888889
37,9/15/20,5,Mature Forest,Natural,RB,1,0,0.7112,18.88888889
37,9/15/20,6,Mature Forest,Natural,NA,0,0,0.7112,18.88888889
37,9/15/20,7,Mature Forest,Natural,NA,0,0,0.7112,18.88888889
37,9/15/20,8,Mature Forest,Natural,NA,0,0,0.7112,18.88888889
37,9/15/20,9,Mature Forest,Natural,NA,0,0,0.7112,18.88888889
37,9/15/20,10,Mature Forest,Natural,NA,0,0,0.7112,18.88888889
37,9/15/20,11,Transitional Forest,Natural,NA,0,0,0.7112,18.88888889
37,9/15/20,12,Transitional Forest,Natural,NA,0,0,0.7112,18.88888889
37,9/15/20,13,Transitional Forest,Natural,RB,1,0,0.7112,18.88888889
37,9/15/20,14,Transitional Forest,Natural,NA,0,0,0.7112,18.88888889
37,9/15/20,15,Transitional Forest,Natural,NA,0,0,0.7112,18.88888889
37,9/15/20,16,Transitional Forest,Natural,NA,0,0,0.7112,18.88888889
37,9/15/20,17,Transitional Forest,Natural,RB,1,0,0.7112,18.88888889
37,9/15/20,17,Transitional Forest,Natural,RB,1,0,0.7112,18.88888889
37,9/15/20,17,Transitional Forest,Natural,RB,1,0,0.7112,18.88888889
37,9/15/20,18,Transitional Forest,Natural,NA,0,0,0.7112,18.88888889
37,9/15/20,19,Transitional Forest,Natural,NA,0,0,0.7112,18.88888889
37,9/15/20,20,Transitional Forest,Natural,RB,1,0,0.7112,18.88888889
37,9/15/20,21,Mature Forest,Artificial,NA,0,0,0.7112,18.88888889
37,9/15/20,22,Mature Forest,Artificial,NA,0,0,0.7112,18.88888889
37,9/15/20,23,Mature Forest,Artificial,NA,0,0,0.7112,18.88888889
37,9/15/20,24,Mature Forest,Artificial,NA,0,0,0.7112,18.88888889
37,9/15/20,25,Mature Forest,Artificial,NA,0,0,0.7112,18.88888889
37,9/15/20,26,Mature Forest,Artificial,NA,0,0,0.7112,18.88888889
37,9/15/20,27,Mature Forest,Artificial,NA,0,0,0.7112,18.88888889
37,9/15/20,28,Mature Forest,Artificial,NA,0,0,0.7112,18.88888889
37,9/15/20,29,Mature Forest,Artificial,RB,1,0,0.7112,18.88888889
37,9/15/20,30,Mature Forest,Artificial,NA,0,0,0.7112,18.88888889
37,9/15/20,31,Transitional Forest,Artificial,NA,0,0,0.7112,18.88888889
37,9/15/20,32,Transitional Forest,Artificial,SS,1,0,0.7112,18.88888889
37,9/15/20,33,Transitional Forest,Artificial,NA,0,0,0.7112,18.88888889
37,9/15/20,34,Transitional Forest,Artificial,NA,0,0,0.7112,18.88888889
37,9/15/20,35,Transitional Forest,Artificial,NA,0,0,0.7112,18.88888889
37,9/15/20,36,Transitional Forest,Artificial,NA,0,0,0.7112,18.88888889
37,9/15/20,37,Transitional Forest,Artificial,RB,1,0,0.7112,18.88888889
37,9/15/20,38,Transitional Forest,Artificial,NA,0,0,0.7112,18.88888889
37,9/15/20,39,Transitional Forest,Artificial,RB,1,0,0.7112,18.88888889
37,9/15/20,40,Transitional Forest,Artificial,NA,0,0,0.7112,18.88888889
38,9/22/20,1,Mature Forest,Natural,NA,0,0,0,17.77777778
38,9/22/20,2,Mature Forest,Natural,RB,1,0,0,17.77777778
38,9/22/20,3,Mature Forest,Natural,NA,0,0,0,17.77777778
38,9/22/20,4,Mature Forest,Natural,NA,0,0,0,17.77777778
38,9/22/20,5,Mature Forest,Natural,NA,0,0,0,17.77777778
38,9/22/20,6,Mature Forest,Natural,NA,0,0,0,17.77777778
38,9/22/20,7,Mature Forest,Natural,RB,1,0,0,17.77777778
38,9/22/20,8,Mature Forest,Natural,NA,0,0,0,17.77777778
38,9/22/20,9,Mature Forest,Natural,FT,1,0,0,17.77777778
38,9/22/20,10,Mature Forest,Natural,RB,1,0,0,17.77777778
38,9/22/20,11,Transitional Forest,Natural,NA,0,0,0,17.77777778
38,9/22/20,12,Transitional Forest,Natural,NA,0,0,0,17.77777778
38,9/22/20,13,Transitional Forest,Natural,NA,0,0,0,17.77777778
38,9/22/20,14,Transitional Forest,Natural,NA,0,0,0,17.77777778
38,9/22/20,15,Transitional Forest,Natural,RB,1,0,0,17.77777778
38,9/22/20,16,Transitional Forest,Natural,NA,0,0,0,17.77777778
38,9/22/20,17,Transitional Forest,Natural,RB,1,0,0,17.77777778
38,9/22/20,18,Transitional Forest,Natural,NA,0,0,0,17.77777778
38,9/22/20,19,Transitional Forest,Natural,NA,0,0,0,17.77777778
38,9/22/20,20,Transitional Forest,Natural,RB,1,0,0,17.77777778
38,9/22/20,21,Mature Forest,Artificial,NA,0,0,0,17.77777778
38,9/22/20,22,Mature Forest,Artificial,NA,0,0,0,17.77777778
38,9/22/20,23,Mature Forest,Artificial,RB,1,0,0,17.77777778
38,9/22/20,24,Mature Forest,Artificial,NA,0,0,0,17.77777778
38,9/22/20,25,Mature Forest,Artificial,NA,0,0,0,17.77777778
38,9/22/20,26,Mature Forest,Artificial,RB,1,0,0,17.77777778
38,9/22/20,27,Mature Forest,Artificial,NA,0,0,0,17.77777778
38,9/22/20,28,Mature Forest,Artificial,NA,0,0,0,17.77777778
38,9/22/20,29,Mature Forest,Artificial,RB,1,0,0,17.77777778
38,9/22/20,29,Mature Forest,Artificial,RB,1,0,0,17.77777778
38,9/22/20,30,Mature Forest,Artificial,NA,0,0,0,17.77777778
38,9/22/20,31,Transitional Forest,Artificial,NA,0,0,0,17.77777778
38,9/22/20,32,Transitional Forest,Artificial,NA,0,0,0,17.77777778
38,9/22/20,33,Transitional Forest,Artificial,NA,0,0,0,17.77777778
38,9/22/20,34,Transitional Forest,Artificial,RB,1,0,0,17.77777778
38,9/22/20,35,Transitional Forest,Artificial,NA,0,0,0,17.77777778
38,9/22/20,36,Transitional Forest,Artificial,NA,0,0,0,17.77777778
38,9/22/20,37,Transitional Forest,Artificial,NA,0,0,0,17.77777778
38,9/22/20,38,Transitional Forest,Artificial,NA,0,0,0,17.77777778
38,9/22/20,39,Transitional Forest,Artificial,NA,0,0,0,17.77777778
38,9/22/20,40,Transitional Forest,Artificial,NA,0,0,0,17.77777778
39,9/29/20,1,Mature Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,1,Mature Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,2,Mature Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,3,Mature Forest,Natural,NA,0,1.778,1.778,24.44444444
39,9/29/20,4,Mature Forest,Natural,NA,0,1.778,1.778,24.44444444
39,9/29/20,5,Mature Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,6,Mature Forest,Natural,NA,0,1.778,1.778,24.44444444
39,9/29/20,7,Mature Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,8,Mature Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,9,Mature Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,10,Mature Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,10,Mature Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,11,Transitional Forest,Natural,NA,0,1.778,1.778,24.44444444
39,9/29/20,12,Transitional Forest,Natural,NA,0,1.778,1.778,24.44444444
39,9/29/20,13,Transitional Forest,Natural,NA,0,1.778,1.778,24.44444444
39,9/29/20,14,Transitional Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,14,Transitional Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,15,Transitional Forest,Natural,NA,0,1.778,1.778,24.44444444
39,9/29/20,16,Transitional Forest,Natural,NA,0,1.778,1.778,24.44444444
39,9/29/20,17,Transitional Forest,Natural,FT,1,1.778,1.778,24.44444444
39,9/29/20,18,Transitional Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,18,Transitional Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,19,Transitional Forest,Natural,NA,0,1.778,1.778,24.44444444
39,9/29/20,20,Transitional Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,20,Transitional Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,20,Transitional Forest,Natural,RB,1,1.778,1.778,24.44444444
39,9/29/20,20,Transitional Forest,Natural,TL,1,1.778,1.778,24.44444444
39,9/29/20,21,Mature Forest,Artificial,RB,1,1.778,1.778,24.44444444
39,9/29/20,22,Mature Forest,Artificial,RB,1,1.778,1.778,24.44444444
39,9/29/20,23,Mature Forest,Artificial,NA,0,1.778,1.778,24.44444444
39,9/29/20,24,Mature Forest,Artificial,NA,0,1.778,1.778,24.44444444
