"Week of Year","Date","Board Number","Abundance","Richness","Site Type","Board Type","Daily Precipitation","Maximum Temperature","Weekly Precipitation"
42,2019-10-17,36,0,0,"Transitional Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,37,0,0,"Transitional Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,38,0,0,"Transitional Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,39,0,0,"Transitional Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,40,0,0,"Transitional Forest","Artificial",1.4478,8.88888888888889,2.8448
43,2019-10-24,1,1,1,"Mature Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,2,0,0,"Mature Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,3,0,0,"Mature Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,4,1,1,"Mature Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,5,0,0,"Mature Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,6,2,1,"Mature Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,7,0,0,"Mature Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,8,0,0,"Mature Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,9,1,1,"Mature Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,10,0,0,"Mature Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,11,0,0,"Transitional Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,12,0,0,"Transitional Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,13,0,0,"Transitional Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,14,1,1,"Transitional Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,15,1,1,"Transitional Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,16,0,0,"Transitional Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,17,0,0,"Transitional Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,18,0,0,"Transitional Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,19,0,0,"Transitional Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,20,0,0,"Transitional Forest","Natural",0,14.4444444444444,1.0668
43,2019-10-24,21,0,0,"Mature Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,22,0,0,"Mature Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,23,0,0,"Mature Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,24,0,0,"Mature Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,25,1,1,"Mature Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,26,0,0,"Mature Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,27,0,0,"Mature Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,28,0,0,"Mature Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,29,1,1,"Mature Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,30,0,0,"Mature Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,31,0,0,"Transitional Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,32,0,0,"Transitional Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,33,0,0,"Transitional Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,34,0,0,"Transitional Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,35,1,1,"Transitional Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,36,0,0,"Transitional Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,37,0,0,"Transitional Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,38,2,1,"Transitional Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,39,0,0,"Transitional Forest","Artificial",0,14.4444444444444,1.0668
43,2019-10-24,40,1,1,"Transitional Forest","Artificial",0,14.4444444444444,1.0668
44,2019-10-31,1,0,0,"Mature Forest","Natural",0.6858,15,2.9972
44,2019-10-31,2,0,0,"Mature Forest","Natural",0.6858,15,2.9972
44,2019-10-31,3,0,0,"Mature Forest","Natural",0.6858,15,2.9972
44,2019-10-31,4,0,0,"Mature Forest","Natural",0.6858,15,2.9972
44,2019-10-31,5,0,0,"Mature Forest","Natural",0.6858,15,2.9972
44,2019-10-31,6,0,0,"Mature Forest","Natural",0.6858,15,2.9972
44,2019-10-31,7,0,0,"Mature Forest","Natural",0.6858,15,2.9972
44,2019-10-31,8,0,0,"Mature Forest","Natural",0.6858,15,2.9972
44,2019-10-31,9,0,0,"Mature Forest","Natural",0.6858,15,2.9972
44,2019-10-31,10,0,0,"Mature Forest","Natural",0.6858,15,2.9972
44,2019-10-31,11,1,1,"Transitional Forest","Natural",0.6858,15,2.9972
44,2019-10-31,12,0,0,"Transitional Forest","Natural",0.6858,15,2.9972
44,2019-10-31,13,1,1,"Transitional Forest","Natural",0.6858,15,2.9972
44,2019-10-31,14,0,0,"Transitional Forest","Natural",0.6858,15,2.9972
44,2019-10-31,15,0,0,"Transitional Forest","Natural",0.6858,15,2.9972
44,2019-10-31,16,0,0,"Transitional Forest","Natural",0.6858,15,2.9972
44,2019-10-31,17,0,0,"Transitional Forest","Natural",0.6858,15,2.9972
44,2019-10-31,18,0,0,"Transitional Forest","Natural",0.6858,15,2.9972
44,2019-10-31,19,0,0,"Transitional Forest","Natural",0.6858,15,2.9972
44,2019-10-31,20,0,0,"Transitional Forest","Natural",0.6858,15,2.9972
44,2019-10-31,21,0,0,"Mature Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,22,1,1,"Mature Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,23,0,0,"Mature Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,24,0,0,"Mature Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,25,0,0,"Mature Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,26,0,0,"Mature Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,27,1,1,"Mature Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,28,0,0,"Mature Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,29,0,0,"Mature Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,30,0,0,"Mature Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,31,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,32,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,33,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,34,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,35,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,36,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,37,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,38,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,39,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972
44,2019-10-31,40,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972
45,2019-11-07,1,0,0,"Mature Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,2,0,0,"Mature Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,3,0,0,"Mature Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,4,0,0,"Mature Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,5,0,0,"Mature Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,6,0,0,"Mature Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,7,1,1,"Mature Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,8,1,1,"Mature Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,9,0,0,"Mature Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,10,0,0,"Mature Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,11,0,0,"Transitional Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,12,0,0,"Transitional Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,13,0,0,"Transitional Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,14,0,0,"Transitional Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,15,0,0,"Transitional Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,16,0,0,"Transitional Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,17,0,0,"Transitional Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,18,0,0,"Transitional Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,19,0,0,"Transitional Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,20,0,0,"Transitional Forest","Natural",0.1524,8.33333333333333,4.4704
45,2019-11-07,21,0,0,"Mature Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,22,0,0,"Mature Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,23,0,0,"Mature Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,24,0,0,"Mature Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,25,0,0,"Mature Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,26,0,0,"Mature Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,27,0,0,"Mature Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,28,0,0,"Mature Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,29,1,1,"Mature Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,30,0,0,"Mature Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,31,0,0,"Transitional Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,32,0,0,"Transitional Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,33,0,0,"Transitional Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,34,0,0,"Transitional Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,35,0,0,"Transitional Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,36,0,0,"Transitional Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,37,0,0,"Transitional Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,38,0,0,"Transitional Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,39,0,0,"Transitional Forest","Artificial",0.1524,8.33333333333333,4.4704
45,2019-11-07,40,0,0,"Transitional Forest","Artificial",0.1524,8.33333333333333,4.4704
36,2020-09-08,1,2,1,"Mature Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,2,0,0,"Mature Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,3,0,0,"Mature Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,4,0,0,"Mature Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,5,0,0,"Mature Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,6,0,0,"Mature Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,7,0,0,"Mature Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,8,1,1,"Mature Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,9,0,0,"Mature Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,10,0,0,"Mature Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,11,1,1,"Transitional Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,12,0,0,"Transitional Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,13,1,1,"Transitional Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,14,2,2,"Transitional Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,15,2,1,"Transitional Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,16,0,0,"Transitional Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,17,1,1,"Transitional Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,18,0,0,"Transitional Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,19,0,0,"Transitional Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,20,2,1,"Transitional Forest","Natural",3.8354,17.7777777777778,7.493
36,2020-09-08,21,1,1,"Mature Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,22,0,0,"Mature Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,23,0,0,"Mature Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,24,0,0,"Mature Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,25,1,1,"Mature Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,26,1,1,"Mature Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,27,1,1,"Mature Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,28,0,0,"Mature Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,29,0,0,"Mature Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,30,0,0,"Mature Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,31,2,1,"Transitional Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,32,1,1,"Transitional Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,33,1,1,"Transitional Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,34,1,1,"Transitional Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,35,1,1,"Transitional Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,36,0,0,"Transitional Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,37,2,1,"Transitional Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,38,0,0,"Transitional Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,39,0,0,"Transitional Forest","Artificial",3.8354,17.7777777777778,7.493
36,2020-09-08,40,1,1,"Transitional Forest","Artificial",3.8354,17.7777777777778,7.493
37,2020-09-15,1,0,0,"Mature Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,2,0,0,"Mature Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,3,0,0,"Mature Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,4,1,1,"Mature Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,5,1,1,"Mature Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,6,0,0,"Mature Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,7,0,0,"Mature Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,8,0,0,"Mature Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,9,0,0,"Mature Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,10,0,0,"Mature Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,11,0,0,"Transitional Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,12,0,0,"Transitional Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,13,1,1,"Transitional Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,14,0,0,"Transitional Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,15,0,0,"Transitional Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,16,0,0,"Transitional Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,17,3,1,"Transitional Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,18,0,0,"Transitional Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,19,0,0,"Transitional Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,20,1,1,"Transitional Forest","Natural",0,18.8888888888889,0.7112
37,2020-09-15,21,0,0,"Mature Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,22,0,0,"Mature Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,23,0,0,"Mature Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,24,0,0,"Mature Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,25,0,0,"Mature Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,26,0,0,"Mature Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,27,0,0,"Mature Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,28,0,0,"Mature Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,29,1,1,"Mature Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,30,0,0,"Mature Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,31,0,0,"Transitional Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,32,1,1,"Transitional Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,33,0,0,"Transitional Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,34,0,0,"Transitional Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,35,0,0,"Transitional Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,36,0,0,"Transitional Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,37,1,1,"Transitional Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,38,0,0,"Transitional Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,39,1,1,"Transitional Forest","Artificial",0,18.8888888888889,0.7112
37,2020-09-15,40,0,0,"Transitional Forest","Artificial",0,18.8888888888889,0.7112
38,2020-09-22,1,0,0,"Mature Forest","Natural",0,17.7777777777778,0
38,2020-09-22,2,1,1,"Mature Forest","Natural",0,17.7777777777778,0
38,2020-09-22,3,0,0,"Mature Forest","Natural",0,17.7777777777778,0
38,2020-09-22,4,0,0,"Mature Forest","Natural",0,17.7777777777778,0
38,2020-09-22,5,0,0,"Mature Forest","Natural",0,17.7777777777778,0
38,2020-09-22,6,0,0,"Mature Forest","Natural",0,17.7777777777778,0
38,2020-09-22,7,1,1,"Mature Forest","Natural",0,17.7777777777778,0
38,2020-09-22,8,0,0,"Mature Forest","Natural",0,17.7777777777778,0
38,2020-09-22,9,1,1,"Mature Forest","Natural",0,17.7777777777778,0
38,2020-09-22,10,1,1,"Mature Forest","Natural",0,17.7777777777778,0
38,2020-09-22,11,0,0,"Transitional Forest","Natural",0,17.7777777777778,0
38,2020-09-22,12,0,0,"Transitional Forest","Natural",0,17.7777777777778,0
38,2020-09-22,13,0,0,"Transitional Forest","Natural",0,17.7777777777778,0
38,2020-09-22,14,0,0,"Transitional Forest","Natural",0,17.7777777777778,0
38,2020-09-22,15,1,1,"Transitional Forest","Natural",0,17.7777777777778,0
38,2020-09-22,16,0,0,"Transitional Forest","Natural",0,17.7777777777778,0
38,2020-09-22,17,1,1,"Transitional Forest","Natural",0,17.7777777777778,0
38,2020-09-22,18,0,0,"Transitional Forest","Natural",0,17.7777777777778,0
38,2020-09-22,19,0,0,"Transitional Forest","Natural",0,17.7777777777778,0
38,2020-09-22,20,1,1,"Transitional Forest","Natural",0,17.7777777777778,0
38,2020-09-22,21,0,0,"Mature Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,22,0,0,"Mature Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,23,1,1,"Mature Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,24,0,0,"Mature Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,25,0,0,"Mature Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,26,1,1,"Mature Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,27,0,0,"Mature Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,28,0,0,"Mature Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,29,2,1,"Mature Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,30,0,0,"Mature Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,31,0,0,"Transitional Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,32,0,0,"Transitional Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,33,0,0,"Transitional Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,34,1,1,"Transitional Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,35,0,0,"Transitional Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,36,0,0,"Transitional Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,37,0,0,"Transitional Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,38,0,0,"Transitional Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,39,0,0,"Transitional Forest","Artificial",0,17.7777777777778,0
38,2020-09-22,40,0,0,"Transitional Forest","Artificial",0,17.7777777777778,0
39,2020-09-29,1,2,1,"Mature Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,2,1,1,"Mature Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,3,0,0,"Mature Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,4,0,0,"Mature Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,5,1,1,"Mature Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,6,0,0,"Mature Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,7,1,1,"Mature Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,8,1,1,"Mature Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,9,1,1,"Mature Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,10,2,1,"Mature Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,11,0,0,"Transitional Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,12,0,0,"Transitional Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,13,0,0,"Transitional Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,14,2,1,"Transitional Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,15,0,0,"Transitional Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,16,0,0,"Transitional Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,17,1,1,"Transitional Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,18,2,1,"Transitional Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,19,0,0,"Transitional Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,20,4,2,"Transitional Forest","Natural",1.778,24.4444444444444,1.778
39,2020-09-29,21,1,1,"Mature Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,22,1,1,"Mature Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,23,0,0,"Mature Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,24,0,0,"Mature Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,25,0,0,"Mature Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,26,1,1,"Mature Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,27,0,0,"Mature Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,28,1,1,"Mature Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,29,1,1,"Mature Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,30,0,0,"Mature Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,31,0,0,"Transitional Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,32,1,1,"Transitional Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,33,1,1,"Transitional Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,34,0,0,"Transitional Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,35,0,0,"Transitional Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,36,0,0,"Transitional Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,37,1,1,"Transitional Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,38,1,1,"Transitional Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,39,0,0,"Transitional Forest","Artificial",1.778,24.4444444444444,1.778
39,2020-09-29,40,0,0,"Transitional Forest","Artificial",1.778,24.4444444444444,1.778
40,2020-10-06,1,1,1,"Mature Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,2,1,1,"Mature Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,3,0,0,"Mature Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,4,0,0,"Mature Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,5,2,1,"Mature Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,6,0,0,"Mature Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,7,1,1,"Mature Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,8,0,0,"Mature Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,9,2,1,"Mature Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,10,2,1,"Mature Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,11,1,1,"Transitional Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,12,2,1,"Transitional Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,13,1,1,"Transitional Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,14,2,1,"Transitional Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,15,2,1,"Transitional Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,16,2,1,"Transitional Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,17,5,2,"Transitional Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,18,1,1,"Transitional Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,19,0,0,"Transitional Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,20,1,1,"Transitional Forest","Natural",0,14.4444444444444,1.397
40,2020-10-06,21,0,0,"Mature Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,22,1,1,"Mature Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,23,0,0,"Mature Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,24,0,0,"Mature Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,25,0,0,"Mature Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,26,1,1,"Mature Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,27,1,1,"Mature Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,28,1,1,"Mature Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,29,0,0,"Mature Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,30,1,1,"Mature Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,31,0,0,"Transitional Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,32,1,1,"Transitional Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,33,0,0,"Transitional Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,34,1,1,"Transitional Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,35,0,0,"Transitional Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,36,1,1,"Transitional Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,37,1,1,"Transitional Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,38,0,0,"Transitional Forest","Artificial",0,14.4444444444444,1.397
40,2020-10-06,39,1,1,"Transitional Forest","Artificial",0,14.4444444444444,1.397
