"Week of Year","Date","Board Number","Site Type","Board Type","Species","Count","Daily Precipitation","Weekly Precipitation","Maximum Temperature"
40,2019-10-03,8,"Mature Forest","Natural",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,9,"Mature Forest","Natural",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,10,"Mature Forest","Natural",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,11,"Transitional Forest","Natural",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,12,"Transitional Forest","Natural",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,13,"Transitional Forest","Natural",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,14,"Transitional Forest","Natural","RB",1,0.4064,0.4318,27.7777777777778
40,2019-10-03,15,"Transitional Forest","Natural","RB",1,0.4064,0.4318,27.7777777777778
40,2019-10-03,16,"Transitional Forest","Natural","RB",1,0.4064,0.4318,27.7777777777778
40,2019-10-03,17,"Transitional Forest","Natural","RB",1,0.4064,0.4318,27.7777777777778
40,2019-10-03,18,"Transitional Forest","Natural",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,19,"Transitional Forest","Natural",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,20,"Transitional Forest","Natural",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,21,"Mature Forest","Artificial","RB",1,0.4064,0.4318,27.7777777777778
40,2019-10-03,22,"Mature Forest","Artificial",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,23,"Mature Forest","Artificial",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,24,"Mature Forest","Artificial",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,25,"Mature Forest","Artificial","RB",1,0.4064,0.4318,27.7777777777778
40,2019-10-03,26,"Mature Forest","Artificial",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,27,"Mature Forest","Artificial",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,28,"Mature Forest","Artificial",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,29,"Mature Forest","Artificial",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,30,"Mature Forest","Artificial","RB",1,0.4064,0.4318,27.7777777777778
40,2019-10-03,31,"Transitional Forest","Artificial",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,32,"Transitional Forest","Artificial",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,33,"Transitional Forest","Artificial","RB",1,0.4064,0.4318,27.7777777777778
40,2019-10-03,34,"Transitional Forest","Artificial",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,35,"Transitional Forest","Artificial",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,36,"Transitional Forest","Artificial",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,37,"Transitional Forest","Artificial","FT",1,0.4064,0.4318,27.7777777777778
40,2019-10-03,37,"Transitional Forest","Artificial","RB",1,0.4064,0.4318,27.7777777777778
40,2019-10-03,38,"Transitional Forest","Artificial",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,39,"Transitional Forest","Artificial",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,40,"Transitional Forest","Artificial","RB",1,0.4064,0.4318,27.7777777777778
41,2019-10-10,1,"Mature Forest","Natural","RB",1,0,0.4318,19.4444444444444
41,2019-10-10,1,"Mature Forest","Natural","RB",1,0,0.4318,19.4444444444444
41,2019-10-10,2,"Mature Forest","Natural",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,3,"Mature Forest","Natural",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,4,"Mature Forest","Natural","RB",1,0,0.4318,19.4444444444444
41,2019-10-10,5,"Mature Forest","Natural",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,6,"Mature Forest","Natural",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,7,"Mature Forest","Natural","RB",1,0,0.4318,19.4444444444444
41,2019-10-10,8,"Mature Forest","Natural","RB",1,0,0.4318,19.4444444444444
41,2019-10-10,9,"Mature Forest","Natural",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,10,"Mature Forest","Natural",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,11,"Transitional Forest","Natural",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,12,"Transitional Forest","Natural","RB",1,0,0.4318,19.4444444444444
41,2019-10-10,13,"Transitional Forest","Natural",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,14,"Transitional Forest","Natural","RB",1,0,0.4318,19.4444444444444
41,2019-10-10,15,"Transitional Forest","Natural","RB",1,0,0.4318,19.4444444444444
41,2019-10-10,16,"Transitional Forest","Natural","RB",1,0,0.4318,19.4444444444444
41,2019-10-10,17,"Transitional Forest","Natural",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,18,"Transitional Forest","Natural",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,19,"Transitional Forest","Natural","RB",1,0,0.4318,19.4444444444444
41,2019-10-10,20,"Transitional Forest","Natural","RB",1,0,0.4318,19.4444444444444
41,2019-10-10,21,"Mature Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,22,"Mature Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,23,"Mature Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,24,"Mature Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,25,"Mature Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,26,"Mature Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,27,"Mature Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,28,"Mature Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,29,"Mature Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,30,"Mature Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,31,"Transitional Forest","Artificial","RB",1,0,0.4318,19.4444444444444
41,2019-10-10,32,"Transitional Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,33,"Transitional Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,34,"Transitional Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,35,"Transitional Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,36,"Transitional Forest","Artificial","RB",1,0,0.4318,19.4444444444444
41,2019-10-10,37,"Transitional Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,38,"Transitional Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,39,"Transitional Forest","Artificial",NA,0,0,0.4318,19.4444444444444
41,2019-10-10,40,"Transitional Forest","Artificial",NA,0,0,0.4318,19.4444444444444
42,2019-10-17,1,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,2,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,3,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,4,"Mature Forest","Natural","RB",1,1.4478,2.8448,8.88888888888889
42,2019-10-17,5,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,6,"Mature Forest","Natural","RB",1,1.4478,2.8448,8.88888888888889
42,2019-10-17,6,"Mature Forest","Natural","RB",1,1.4478,2.8448,8.88888888888889
42,2019-10-17,7,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,8,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,9,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,10,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,11,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,12,"Transitional Forest","Natural","RB",1,1.4478,2.8448,8.88888888888889
42,2019-10-17,13,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,14,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,15,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,16,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,17,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,18,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,19,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,20,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,21,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,22,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,23,"Mature Forest","Artificial","RB",1,1.4478,2.8448,8.88888888888889
42,2019-10-17,24,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,25,"Mature Forest","Artificial","RB",1,1.4478,2.8448,8.88888888888889
42,2019-10-17,26,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,27,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,28,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,29,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,30,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,31,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,32,"Transitional Forest","Artificial","RB",1,1.4478,2.8448,8.88888888888889
42,2019-10-17,33,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,34,"Transitional Forest","Artificial","RB",1,1.4478,2.8448,8.88888888888889
42,2019-10-17,35,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,36,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,37,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,38,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,39,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
42,2019-10-17,40,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.88888888888889
43,2019-10-24,1,"Mature Forest","Natural","RB",1,0,1.0668,14.4444444444444
43,2019-10-24,2,"Mature Forest","Natural",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,3,"Mature Forest","Natural",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,4,"Mature Forest","Natural","RB",1,0,1.0668,14.4444444444444
43,2019-10-24,5,"Mature Forest","Natural",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,6,"Mature Forest","Natural","RB",1,0,1.0668,14.4444444444444
43,2019-10-24,6,"Mature Forest","Natural","RB",1,0,1.0668,14.4444444444444
43,2019-10-24,7,"Mature Forest","Natural",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,8,"Mature Forest","Natural",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,9,"Mature Forest","Natural","RB",1,0,1.0668,14.4444444444444
43,2019-10-24,10,"Mature Forest","Natural",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,11,"Transitional Forest","Natural",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,12,"Transitional Forest","Natural",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,13,"Transitional Forest","Natural",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,14,"Transitional Forest","Natural","RB",1,0,1.0668,14.4444444444444
43,2019-10-24,15,"Transitional Forest","Natural","RB",1,0,1.0668,14.4444444444444
43,2019-10-24,16,"Transitional Forest","Natural",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,17,"Transitional Forest","Natural",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,18,"Transitional Forest","Natural",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,19,"Transitional Forest","Natural",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,20,"Transitional Forest","Natural",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,21,"Mature Forest","Artificial",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,22,"Mature Forest","Artificial",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,23,"Mature Forest","Artificial",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,24,"Mature Forest","Artificial",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,25,"Mature Forest","Artificial","RB",1,0,1.0668,14.4444444444444
43,2019-10-24,26,"Mature Forest","Artificial",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,27,"Mature Forest","Artificial",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,28,"Mature Forest","Artificial",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,29,"Mature Forest","Artificial","RB",1,0,1.0668,14.4444444444444
43,2019-10-24,30,"Mature Forest","Artificial",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,31,"Transitional Forest","Artificial",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,32,"Transitional Forest","Artificial",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,33,"Transitional Forest","Artificial",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,34,"Transitional Forest","Artificial",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,35,"Transitional Forest","Artificial","RB",1,0,1.0668,14.4444444444444
43,2019-10-24,36,"Transitional Forest","Artificial",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,37,"Transitional Forest","Artificial",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,38,"Transitional Forest","Artificial","RB",1,0,1.0668,14.4444444444444
43,2019-10-24,38,"Transitional Forest","Artificial","RB",1,0,1.0668,14.4444444444444
43,2019-10-24,39,"Transitional Forest","Artificial",NA,0,0,1.0668,14.4444444444444
43,2019-10-24,40,"Transitional Forest","Artificial","RB",1,0,1.0668,14.4444444444444
44,2019-10-31,1,"Mature Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,2,"Mature Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,3,"Mature Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,4,"Mature Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,5,"Mature Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,6,"Mature Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,7,"Mature Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,8,"Mature Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,9,"Mature Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,10,"Mature Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,11,"Transitional Forest","Natural","RB",1,0.6858,2.9972,15
44,2019-10-31,12,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,13,"Transitional Forest","Natural","RB",1,0.6858,2.9972,15
44,2019-10-31,14,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,15,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,16,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,17,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,18,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,19,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,20,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15
44,2019-10-31,21,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,22,"Mature Forest","Artificial","RB",1,0.6858,2.9972,15
44,2019-10-31,23,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,24,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,25,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,26,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,27,"Mature Forest","Artificial","FT",1,0.6858,2.9972,15
44,2019-10-31,28,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,29,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,30,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,31,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,32,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,33,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,34,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,35,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,36,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,37,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,38,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,39,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15
44,2019-10-31,40,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15
45,2019-11-07,1,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,2,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,3,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,4,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,5,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,6,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,7,"Mature Forest","Natural","RB",1,0.1524,4.4704,8.33333333333333
45,2019-11-07,8,"Mature Forest","Natural","RB",1,0.1524,4.4704,8.33333333333333
45,2019-11-07,9,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,10,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,11,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,12,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,13,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,14,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,15,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,16,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,17,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,18,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,19,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,20,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,21,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,22,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,23,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,24,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,25,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,26,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,27,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,28,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,29,"Mature Forest","Artificial","RB",1,0.1524,4.4704,8.33333333333333
45,2019-11-07,30,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,31,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,32,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,33,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,34,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,35,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,36,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,37,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,38,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,39,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
45,2019-11-07,40,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.33333333333333
36,2020-09-08,1,"Mature Forest","Natural","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,1,"Mature Forest","Natural","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,2,"Mature Forest","Natural",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,3,"Mature Forest","Natural",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,4,"Mature Forest","Natural",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,5,"Mature Forest","Natural",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,6,"Mature Forest","Natural",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,7,"Mature Forest","Natural",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,8,"Mature Forest","Natural","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,9,"Mature Forest","Natural",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,10,"Mature Forest","Natural",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,11,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,12,"Transitional Forest","Natural",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,13,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,14,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,14,"Transitional Forest","Natural","SS",1,3.8354,7.493,17.7777777777778
36,2020-09-08,15,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,15,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,16,"Transitional Forest","Natural",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,17,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,18,"Transitional Forest","Natural",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,19,"Transitional Forest","Natural",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,20,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,20,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,21,"Mature Forest","Artificial","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,22,"Mature Forest","Artificial",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,23,"Mature Forest","Artificial",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,24,"Mature Forest","Artificial",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,25,"Mature Forest","Artificial","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,26,"Mature Forest","Artificial","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,27,"Mature Forest","Artificial","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,28,"Mature Forest","Artificial",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,29,"Mature Forest","Artificial",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,30,"Mature Forest","Artificial",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,31,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,31,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,32,"Transitional Forest","Artificial","SS",1,3.8354,7.493,17.7777777777778
36,2020-09-08,33,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,34,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,35,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,36,"Transitional Forest","Artificial",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,37,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,37,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.7777777777778
36,2020-09-08,38,"Transitional Forest","Artificial",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,39,"Transitional Forest","Artificial",NA,0,3.8354,7.493,17.7777777777778
36,2020-09-08,40,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.7777777777778
37,2020-09-15,1,"Mature Forest","Natural",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,2,"Mature Forest","Natural",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,3,"Mature Forest","Natural",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,4,"Mature Forest","Natural","RB",1,0,0.7112,18.8888888888889
37,2020-09-15,5,"Mature Forest","Natural","RB",1,0,0.7112,18.8888888888889
37,2020-09-15,6,"Mature Forest","Natural",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,7,"Mature Forest","Natural",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,8,"Mature Forest","Natural",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,9,"Mature Forest","Natural",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,10,"Mature Forest","Natural",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,11,"Transitional Forest","Natural",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,12,"Transitional Forest","Natural",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,13,"Transitional Forest","Natural","RB",1,0,0.7112,18.8888888888889
37,2020-09-15,14,"Transitional Forest","Natural",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,15,"Transitional Forest","Natural",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,16,"Transitional Forest","Natural",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,17,"Transitional Forest","Natural","RB",1,0,0.7112,18.8888888888889
37,2020-09-15,17,"Transitional Forest","Natural","RB",1,0,0.7112,18.8888888888889
37,2020-09-15,17,"Transitional Forest","Natural","RB",1,0,0.7112,18.8888888888889
37,2020-09-15,18,"Transitional Forest","Natural",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,19,"Transitional Forest","Natural",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,20,"Transitional Forest","Natural","RB",1,0,0.7112,18.8888888888889
37,2020-09-15,21,"Mature Forest","Artificial",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,22,"Mature Forest","Artificial",NA,0,0,0.7112,18.8888888888889
37,2020-09-15,23,"Mature Forest","Artificial",NA,0,0,0.7112,18.8888888888889
