"","Week_of_Year","Date","Board_Number","Site_Type","Board_Type","Species","Count","Daily_Precipitation","Weekly_Precipitation","Maximum_Temperature","Year"
"563",38,2019-09-19,34,"Transitional Forest","Artificial","RB",1,0,6.6802,22.77777778,2019
"564",38,2019-09-19,34,"Transitional Forest","Artificial","RB",1,0,6.6802,22.77777778,2019
"565",38,2019-09-19,35,"Transitional Forest","Artificial",NA,0,0,6.6802,22.77777778,2019
"566",38,2019-09-19,36,"Transitional Forest","Artificial",NA,0,0,6.6802,22.77777778,2019
"567",38,2019-09-19,37,"Transitional Forest","Artificial","RB",1,0,6.6802,22.77777778,2019
"568",38,2019-09-19,38,"Transitional Forest","Artificial","RB",1,0,6.6802,22.77777778,2019
"569",38,2019-09-19,38,"Transitional Forest","Artificial","RB",1,0,6.6802,22.77777778,2019
"570",38,2019-09-19,39,"Transitional Forest","Artificial","RB",1,0,6.6802,22.77777778,2019
"571",38,2019-09-19,40,"Transitional Forest","Artificial","RB",1,0,6.6802,22.77777778,2019
"572",38,2019-09-19,40,"Transitional Forest","Artificial","RB",1,0,6.6802,22.77777778,2019
"573",38,2019-09-19,40,"Transitional Forest","Artificial","RB",1,0,6.6802,22.77777778,2019
"574",39,2019-09-26,1,"Mature Forest","Natural",NA,0,0,0.2794,25,2019
"575",39,2019-09-26,2,"Mature Forest","Natural",NA,0,0,0.2794,25,2019
"576",39,2019-09-26,3,"Mature Forest","Natural",NA,0,0,0.2794,25,2019
"577",39,2019-09-26,4,"Mature Forest","Natural",NA,0,0,0.2794,25,2019
"578",39,2019-09-26,5,"Mature Forest","Natural","RB",1,0,0.2794,25,2019
"579",39,2019-09-26,6,"Mature Forest","Natural","RB",1,0,0.2794,25,2019
"580",39,2019-09-26,7,"Mature Forest","Natural",NA,0,0,0.2794,25,2019
"581",39,2019-09-26,8,"Mature Forest","Natural",NA,0,0,0.2794,25,2019
"582",39,2019-09-26,9,"Mature Forest","Natural",NA,0,0,0.2794,25,2019
"583",39,2019-09-26,10,"Mature Forest","Natural",NA,0,0,0.2794,25,2019
"584",39,2019-09-26,11,"Transitional Forest","Natural","RB",1,0,0.2794,25,2019
"585",39,2019-09-26,12,"Transitional Forest","Natural","RB",1,0,0.2794,25,2019
"586",39,2019-09-26,13,"Transitional Forest","Natural",NA,0,0,0.2794,25,2019
"587",39,2019-09-26,14,"Transitional Forest","Natural","RB",1,0,0.2794,25,2019
"588",39,2019-09-26,15,"Transitional Forest","Natural","RB",1,0,0.2794,25,2019
"589",39,2019-09-26,15,"Transitional Forest","Natural","RB",1,0,0.2794,25,2019
"590",39,2019-09-26,16,"Transitional Forest","Natural","RB",1,0,0.2794,25,2019
"591",39,2019-09-26,17,"Transitional Forest","Natural","RB",1,0,0.2794,25,2019
"592",39,2019-09-26,17,"Transitional Forest","Natural","RB",1,0,0.2794,25,2019
"593",39,2019-09-26,18,"Transitional Forest","Natural",NA,0,0,0.2794,25,2019
"594",39,2019-09-26,19,"Transitional Forest","Natural",NA,0,0,0.2794,25,2019
"595",39,2019-09-26,20,"Transitional Forest","Natural",NA,0,0,0.2794,25,2019
"596",39,2019-09-26,21,"Mature Forest","Artificial","RB",1,0,0.2794,25,2019
"597",39,2019-09-26,22,"Mature Forest","Artificial",NA,0,0,0.2794,25,2019
"598",39,2019-09-26,23,"Mature Forest","Artificial",NA,0,0,0.2794,25,2019
"599",39,2019-09-26,24,"Mature Forest","Artificial",NA,0,0,0.2794,25,2019
"600",39,2019-09-26,25,"Mature Forest","Artificial","RB",1,0,0.2794,25,2019
"601",39,2019-09-26,26,"Mature Forest","Artificial",NA,0,0,0.2794,25,2019
"602",39,2019-09-26,27,"Mature Forest","Artificial",NA,0,0,0.2794,25,2019
"603",39,2019-09-26,28,"Mature Forest","Artificial","RB",1,0,0.2794,25,2019
"604",39,2019-09-26,29,"Mature Forest","Artificial",NA,0,0,0.2794,25,2019
"605",39,2019-09-26,30,"Mature Forest","Artificial",NA,0,0,0.2794,25,2019
"606",39,2019-09-26,31,"Transitional Forest","Artificial",NA,0,0,0.2794,25,2019
"607",39,2019-09-26,32,"Transitional Forest","Artificial","RB",1,0,0.2794,25,2019
"608",39,2019-09-26,33,"Transitional Forest","Artificial",NA,0,0,0.2794,25,2019
"609",39,2019-09-26,34,"Transitional Forest","Artificial",NA,0,0,0.2794,25,2019
"610",39,2019-09-26,35,"Transitional Forest","Artificial",NA,0,0,0.2794,25,2019
"611",39,2019-09-26,36,"Transitional Forest","Artificial",NA,0,0,0.2794,25,2019
"612",39,2019-09-26,37,"Transitional Forest","Artificial",NA,0,0,0.2794,25,2019
"613",39,2019-09-26,38,"Transitional Forest","Artificial",NA,0,0,0.2794,25,2019
"614",39,2019-09-26,39,"Transitional Forest","Artificial",NA,0,0,0.2794,25,2019
"615",39,2019-09-26,40,"Transitional Forest","Artificial",NA,0,0,0.2794,25,2019
"616",40,2019-10-03,1,"Mature Forest","Natural","RB",1,0.4064,0.4318,27.77777778,2019
"617",40,2019-10-03,2,"Mature Forest","Natural",NA,0,0.4064,0.4318,27.77777778,2019
"618",40,2019-10-03,3,"Mature Forest","Natural",NA,0,0.4064,0.4318,27.77777778,2019
"619",40,2019-10-03,4,"Mature Forest","Natural","RB",1,0.4064,0.4318,27.77777778,2019
"620",40,2019-10-03,5,"Mature Forest","Natural","RB",1,0.4064,0.4318,27.77777778,2019
"621",40,2019-10-03,6,"Mature Forest","Natural",NA,0,0.4064,0.4318,27.77777778,2019
"622",40,2019-10-03,7,"Mature Forest","Natural",NA,0,0.4064,0.4318,27.77777778,2019
"623",40,2019-10-03,8,"Mature Forest","Natural",NA,0,0.4064,0.4318,27.77777778,2019
"624",40,2019-10-03,9,"Mature Forest","Natural",NA,0,0.4064,0.4318,27.77777778,2019
"625",40,2019-10-03,10,"Mature Forest","Natural",NA,0,0.4064,0.4318,27.77777778,2019
"626",40,2019-10-03,11,"Transitional Forest","Natural",NA,0,0.4064,0.4318,27.77777778,2019
"627",40,2019-10-03,12,"Transitional Forest","Natural",NA,0,0.4064,0.4318,27.77777778,2019
"628",40,2019-10-03,13,"Transitional Forest","Natural",NA,0,0.4064,0.4318,27.77777778,2019
"629",40,2019-10-03,14,"Transitional Forest","Natural","RB",1,0.4064,0.4318,27.77777778,2019
"630",40,2019-10-03,15,"Transitional Forest","Natural","RB",1,0.4064,0.4318,27.77777778,2019
"631",40,2019-10-03,16,"Transitional Forest","Natural","RB",1,0.4064,0.4318,27.77777778,2019
"632",40,2019-10-03,17,"Transitional Forest","Natural","RB",1,0.4064,0.4318,27.77777778,2019
"633",40,2019-10-03,18,"Transitional Forest","Natural",NA,0,0.4064,0.4318,27.77777778,2019
"634",40,2019-10-03,19,"Transitional Forest","Natural",NA,0,0.4064,0.4318,27.77777778,2019
"635",40,2019-10-03,20,"Transitional Forest","Natural",NA,0,0.4064,0.4318,27.77777778,2019
"636",40,2019-10-03,21,"Mature Forest","Artificial","RB",1,0.4064,0.4318,27.77777778,2019
"637",40,2019-10-03,22,"Mature Forest","Artificial",NA,0,0.4064,0.4318,27.77777778,2019
"638",40,2019-10-03,23,"Mature Forest","Artificial",NA,0,0.4064,0.4318,27.77777778,2019
"639",40,2019-10-03,24,"Mature Forest","Artificial",NA,0,0.4064,0.4318,27.77777778,2019
"640",40,2019-10-03,25,"Mature Forest","Artificial","RB",1,0.4064,0.4318,27.77777778,2019
"641",40,2019-10-03,26,"Mature Forest","Artificial",NA,0,0.4064,0.4318,27.77777778,2019
"642",40,2019-10-03,27,"Mature Forest","Artificial",NA,0,0.4064,0.4318,27.77777778,2019
"643",40,2019-10-03,28,"Mature Forest","Artificial",NA,0,0.4064,0.4318,27.77777778,2019
"644",40,2019-10-03,29,"Mature Forest","Artificial",NA,0,0.4064,0.4318,27.77777778,2019
"645",40,2019-10-03,30,"Mature Forest","Artificial","RB",1,0.4064,0.4318,27.77777778,2019
"646",40,2019-10-03,31,"Transitional Forest","Artificial",NA,0,0.4064,0.4318,27.77777778,2019
"647",40,2019-10-03,32,"Transitional Forest","Artificial",NA,0,0.4064,0.4318,27.77777778,2019
"648",40,2019-10-03,33,"Transitional Forest","Artificial","RB",1,0.4064,0.4318,27.77777778,2019
"649",40,2019-10-03,34,"Transitional Forest","Artificial",NA,0,0.4064,0.4318,27.77777778,2019
"650",40,2019-10-03,35,"Transitional Forest","Artificial",NA,0,0.4064,0.4318,27.77777778,2019
"651",40,2019-10-03,36,"Transitional Forest","Artificial",NA,0,0.4064,0.4318,27.77777778,2019
"652",40,2019-10-03,37,"Transitional Forest","Artificial","FT",1,0.4064,0.4318,27.77777778,2019
"653",40,2019-10-03,37,"Transitional Forest","Artificial","RB",1,0.4064,0.4318,27.77777778,2019
"654",40,2019-10-03,38,"Transitional Forest","Artificial",NA,0,0.4064,0.4318,27.77777778,2019
"655",40,2019-10-03,39,"Transitional Forest","Artificial",NA,0,0.4064,0.4318,27.77777778,2019
"656",40,2019-10-03,40,"Transitional Forest","Artificial","RB",1,0.4064,0.4318,27.77777778,2019
"657",41,2019-10-10,1,"Mature Forest","Natural","RB",1,0,0.4318,19.44444444,2019
"658",41,2019-10-10,1,"Mature Forest","Natural","RB",1,0,0.4318,19.44444444,2019
"659",41,2019-10-10,2,"Mature Forest","Natural",NA,0,0,0.4318,19.44444444,2019
"660",41,2019-10-10,3,"Mature Forest","Natural",NA,0,0,0.4318,19.44444444,2019
"661",41,2019-10-10,4,"Mature Forest","Natural","RB",1,0,0.4318,19.44444444,2019
"662",41,2019-10-10,5,"Mature Forest","Natural",NA,0,0,0.4318,19.44444444,2019
"663",41,2019-10-10,6,"Mature Forest","Natural",NA,0,0,0.4318,19.44444444,2019
"664",41,2019-10-10,7,"Mature Forest","Natural","RB",1,0,0.4318,19.44444444,2019
"665",41,2019-10-10,8,"Mature Forest","Natural","RB",1,0,0.4318,19.44444444,2019
"666",41,2019-10-10,9,"Mature Forest","Natural",NA,0,0,0.4318,19.44444444,2019
"667",41,2019-10-10,10,"Mature Forest","Natural",NA,0,0,0.4318,19.44444444,2019
"668",41,2019-10-10,11,"Transitional Forest","Natural",NA,0,0,0.4318,19.44444444,2019
"669",41,2019-10-10,12,"Transitional Forest","Natural","RB",1,0,0.4318,19.44444444,2019
"670",41,2019-10-10,13,"Transitional Forest","Natural",NA,0,0,0.4318,19.44444444,2019
"671",41,2019-10-10,14,"Transitional Forest","Natural","RB",1,0,0.4318,19.44444444,2019
"672",41,2019-10-10,15,"Transitional Forest","Natural","RB",1,0,0.4318,19.44444444,2019
"673",41,2019-10-10,16,"Transitional Forest","Natural","RB",1,0,0.4318,19.44444444,2019
"674",41,2019-10-10,17,"Transitional Forest","Natural",NA,0,0,0.4318,19.44444444,2019
"675",41,2019-10-10,18,"Transitional Forest","Natural",NA,0,0,0.4318,19.44444444,2019
"676",41,2019-10-10,19,"Transitional Forest","Natural","RB",1,0,0.4318,19.44444444,2019
"677",41,2019-10-10,20,"Transitional Forest","Natural","RB",1,0,0.4318,19.44444444,2019
"678",41,2019-10-10,21,"Mature Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"679",41,2019-10-10,22,"Mature Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"680",41,2019-10-10,23,"Mature Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"681",41,2019-10-10,24,"Mature Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"682",41,2019-10-10,25,"Mature Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"683",41,2019-10-10,26,"Mature Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"684",41,2019-10-10,27,"Mature Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"685",41,2019-10-10,28,"Mature Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"686",41,2019-10-10,29,"Mature Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"687",41,2019-10-10,30,"Mature Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"688",41,2019-10-10,31,"Transitional Forest","Artificial","RB",1,0,0.4318,19.44444444,2019
"689",41,2019-10-10,32,"Transitional Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"690",41,2019-10-10,33,"Transitional Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"691",41,2019-10-10,34,"Transitional Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"692",41,2019-10-10,35,"Transitional Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"693",41,2019-10-10,36,"Transitional Forest","Artificial","RB",1,0,0.4318,19.44444444,2019
"694",41,2019-10-10,37,"Transitional Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"695",41,2019-10-10,38,"Transitional Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"696",41,2019-10-10,39,"Transitional Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"697",41,2019-10-10,40,"Transitional Forest","Artificial",NA,0,0,0.4318,19.44444444,2019
"698",42,2019-10-17,1,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"699",42,2019-10-17,2,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"700",42,2019-10-17,3,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"701",42,2019-10-17,4,"Mature Forest","Natural","RB",1,1.4478,2.8448,8.888888889,2019
"702",42,2019-10-17,5,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"703",42,2019-10-17,6,"Mature Forest","Natural","RB",1,1.4478,2.8448,8.888888889,2019
"704",42,2019-10-17,6,"Mature Forest","Natural","RB",1,1.4478,2.8448,8.888888889,2019
"705",42,2019-10-17,7,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"706",42,2019-10-17,8,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"707",42,2019-10-17,9,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"708",42,2019-10-17,10,"Mature Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"709",42,2019-10-17,11,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"710",42,2019-10-17,12,"Transitional Forest","Natural","RB",1,1.4478,2.8448,8.888888889,2019
"711",42,2019-10-17,13,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"712",42,2019-10-17,14,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"713",42,2019-10-17,15,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"714",42,2019-10-17,16,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"715",42,2019-10-17,17,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"716",42,2019-10-17,18,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"717",42,2019-10-17,19,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"718",42,2019-10-17,20,"Transitional Forest","Natural",NA,0,1.4478,2.8448,8.888888889,2019
"719",42,2019-10-17,21,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"720",42,2019-10-17,22,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"721",42,2019-10-17,23,"Mature Forest","Artificial","RB",1,1.4478,2.8448,8.888888889,2019
"722",42,2019-10-17,24,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"723",42,2019-10-17,25,"Mature Forest","Artificial","RB",1,1.4478,2.8448,8.888888889,2019
"724",42,2019-10-17,26,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"725",42,2019-10-17,27,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"726",42,2019-10-17,28,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"727",42,2019-10-17,29,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"728",42,2019-10-17,30,"Mature Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"729",42,2019-10-17,31,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"730",42,2019-10-17,32,"Transitional Forest","Artificial","RB",1,1.4478,2.8448,8.888888889,2019
"731",42,2019-10-17,33,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"732",42,2019-10-17,34,"Transitional Forest","Artificial","RB",1,1.4478,2.8448,8.888888889,2019
"733",42,2019-10-17,35,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"734",42,2019-10-17,36,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"735",42,2019-10-17,37,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"736",42,2019-10-17,38,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"737",42,2019-10-17,39,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"738",42,2019-10-17,40,"Transitional Forest","Artificial",NA,0,1.4478,2.8448,8.888888889,2019
"739",43,2019-10-24,1,"Mature Forest","Natural","RB",1,0,1.0668,14.44444444,2019
"740",43,2019-10-24,2,"Mature Forest","Natural",NA,0,0,1.0668,14.44444444,2019
"741",43,2019-10-24,3,"Mature Forest","Natural",NA,0,0,1.0668,14.44444444,2019
"742",43,2019-10-24,4,"Mature Forest","Natural","RB",1,0,1.0668,14.44444444,2019
"743",43,2019-10-24,5,"Mature Forest","Natural",NA,0,0,1.0668,14.44444444,2019
"744",43,2019-10-24,6,"Mature Forest","Natural","RB",1,0,1.0668,14.44444444,2019
"745",43,2019-10-24,6,"Mature Forest","Natural","RB",1,0,1.0668,14.44444444,2019
"746",43,2019-10-24,7,"Mature Forest","Natural",NA,0,0,1.0668,14.44444444,2019
"747",43,2019-10-24,8,"Mature Forest","Natural",NA,0,0,1.0668,14.44444444,2019
"748",43,2019-10-24,9,"Mature Forest","Natural","RB",1,0,1.0668,14.44444444,2019
"749",43,2019-10-24,10,"Mature Forest","Natural",NA,0,0,1.0668,14.44444444,2019
"750",43,2019-10-24,11,"Transitional Forest","Natural",NA,0,0,1.0668,14.44444444,2019
"751",43,2019-10-24,12,"Transitional Forest","Natural",NA,0,0,1.0668,14.44444444,2019
"752",43,2019-10-24,13,"Transitional Forest","Natural",NA,0,0,1.0668,14.44444444,2019
"753",43,2019-10-24,14,"Transitional Forest","Natural","RB",1,0,1.0668,14.44444444,2019
"754",43,2019-10-24,15,"Transitional Forest","Natural","RB",1,0,1.0668,14.44444444,2019
"755",43,2019-10-24,16,"Transitional Forest","Natural",NA,0,0,1.0668,14.44444444,2019
"756",43,2019-10-24,17,"Transitional Forest","Natural",NA,0,0,1.0668,14.44444444,2019
"757",43,2019-10-24,18,"Transitional Forest","Natural",NA,0,0,1.0668,14.44444444,2019
"758",43,2019-10-24,19,"Transitional Forest","Natural",NA,0,0,1.0668,14.44444444,2019
"759",43,2019-10-24,20,"Transitional Forest","Natural",NA,0,0,1.0668,14.44444444,2019
"760",43,2019-10-24,21,"Mature Forest","Artificial",NA,0,0,1.0668,14.44444444,2019
"761",43,2019-10-24,22,"Mature Forest","Artificial",NA,0,0,1.0668,14.44444444,2019
"762",43,2019-10-24,23,"Mature Forest","Artificial",NA,0,0,1.0668,14.44444444,2019
"763",43,2019-10-24,24,"Mature Forest","Artificial",NA,0,0,1.0668,14.44444444,2019
"764",43,2019-10-24,25,"Mature Forest","Artificial","RB",1,0,1.0668,14.44444444,2019
"765",43,2019-10-24,26,"Mature Forest","Artificial",NA,0,0,1.0668,14.44444444,2019
"766",43,2019-10-24,27,"Mature Forest","Artificial",NA,0,0,1.0668,14.44444444,2019
"767",43,2019-10-24,28,"Mature Forest","Artificial",NA,0,0,1.0668,14.44444444,2019
"768",43,2019-10-24,29,"Mature Forest","Artificial","RB",1,0,1.0668,14.44444444,2019
"769",43,2019-10-24,30,"Mature Forest","Artificial",NA,0,0,1.0668,14.44444444,2019
"770",43,2019-10-24,31,"Transitional Forest","Artificial",NA,0,0,1.0668,14.44444444,2019
"771",43,2019-10-24,32,"Transitional Forest","Artificial",NA,0,0,1.0668,14.44444444,2019
"772",43,2019-10-24,33,"Transitional Forest","Artificial",NA,0,0,1.0668,14.44444444,2019
"773",43,2019-10-24,34,"Transitional Forest","Artificial",NA,0,0,1.0668,14.44444444,2019
"774",43,2019-10-24,35,"Transitional Forest","Artificial","RB",1,0,1.0668,14.44444444,2019
"775",43,2019-10-24,36,"Transitional Forest","Artificial",NA,0,0,1.0668,14.44444444,2019
"776",43,2019-10-24,37,"Transitional Forest","Artificial",NA,0,0,1.0668,14.44444444,2019
"777",43,2019-10-24,38,"Transitional Forest","Artificial","RB",1,0,1.0668,14.44444444,2019
"778",43,2019-10-24,38,"Transitional Forest","Artificial","RB",1,0,1.0668,14.44444444,2019
"779",43,2019-10-24,39,"Transitional Forest","Artificial",NA,0,0,1.0668,14.44444444,2019
"780",43,2019-10-24,40,"Transitional Forest","Artificial","RB",1,0,1.0668,14.44444444,2019
"781",44,2019-10-31,1,"Mature Forest","Natural",NA,0,0.6858,2.9972,15,2019
"782",44,2019-10-31,2,"Mature Forest","Natural",NA,0,0.6858,2.9972,15,2019
"783",44,2019-10-31,3,"Mature Forest","Natural",NA,0,0.6858,2.9972,15,2019
"784",44,2019-10-31,4,"Mature Forest","Natural",NA,0,0.6858,2.9972,15,2019
"785",44,2019-10-31,5,"Mature Forest","Natural",NA,0,0.6858,2.9972,15,2019
"786",44,2019-10-31,6,"Mature Forest","Natural",NA,0,0.6858,2.9972,15,2019
"787",44,2019-10-31,7,"Mature Forest","Natural",NA,0,0.6858,2.9972,15,2019
"788",44,2019-10-31,8,"Mature Forest","Natural",NA,0,0.6858,2.9972,15,2019
"789",44,2019-10-31,9,"Mature Forest","Natural",NA,0,0.6858,2.9972,15,2019
"790",44,2019-10-31,10,"Mature Forest","Natural",NA,0,0.6858,2.9972,15,2019
"791",44,2019-10-31,11,"Transitional Forest","Natural","RB",1,0.6858,2.9972,15,2019
"792",44,2019-10-31,12,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15,2019
"793",44,2019-10-31,13,"Transitional Forest","Natural","RB",1,0.6858,2.9972,15,2019
"794",44,2019-10-31,14,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15,2019
"795",44,2019-10-31,15,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15,2019
"796",44,2019-10-31,16,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15,2019
"797",44,2019-10-31,17,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15,2019
"798",44,2019-10-31,18,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15,2019
"799",44,2019-10-31,19,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15,2019
"800",44,2019-10-31,20,"Transitional Forest","Natural",NA,0,0.6858,2.9972,15,2019
"801",44,2019-10-31,21,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"802",44,2019-10-31,22,"Mature Forest","Artificial","RB",1,0.6858,2.9972,15,2019
"803",44,2019-10-31,23,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"804",44,2019-10-31,24,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"805",44,2019-10-31,25,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"806",44,2019-10-31,26,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"807",44,2019-10-31,27,"Mature Forest","Artificial","FT",1,0.6858,2.9972,15,2019
"808",44,2019-10-31,28,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"809",44,2019-10-31,29,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"810",44,2019-10-31,30,"Mature Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"811",44,2019-10-31,31,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"812",44,2019-10-31,32,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"813",44,2019-10-31,33,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"814",44,2019-10-31,34,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"815",44,2019-10-31,35,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"816",44,2019-10-31,36,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"817",44,2019-10-31,37,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"818",44,2019-10-31,38,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"819",44,2019-10-31,39,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"820",44,2019-10-31,40,"Transitional Forest","Artificial",NA,0,0.6858,2.9972,15,2019
"821",45,2019-11-07,1,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"822",45,2019-11-07,2,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"823",45,2019-11-07,3,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"824",45,2019-11-07,4,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"825",45,2019-11-07,5,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"826",45,2019-11-07,6,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"827",45,2019-11-07,7,"Mature Forest","Natural","RB",1,0.1524,4.4704,8.333333333,2019
"828",45,2019-11-07,8,"Mature Forest","Natural","RB",1,0.1524,4.4704,8.333333333,2019
"829",45,2019-11-07,9,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"830",45,2019-11-07,10,"Mature Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"831",45,2019-11-07,11,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"832",45,2019-11-07,12,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"833",45,2019-11-07,13,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"834",45,2019-11-07,14,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"835",45,2019-11-07,15,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"836",45,2019-11-07,16,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"837",45,2019-11-07,17,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"838",45,2019-11-07,18,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"839",45,2019-11-07,19,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"840",45,2019-11-07,20,"Transitional Forest","Natural",NA,0,0.1524,4.4704,8.333333333,2019
"841",45,2019-11-07,21,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"842",45,2019-11-07,22,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"843",45,2019-11-07,23,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"844",45,2019-11-07,24,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"845",45,2019-11-07,25,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"846",45,2019-11-07,26,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"847",45,2019-11-07,27,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"848",45,2019-11-07,28,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"849",45,2019-11-07,29,"Mature Forest","Artificial","RB",1,0.1524,4.4704,8.333333333,2019
