Week_of_Year,Date,Board_Number,Abundance,Richness,Site_Type,Board_Type,Daily_Precipitation,Maximum_Temperature,Weekly_Precipitation
44,10/31/19,16,0,0,Transitional Forest,Natural,0.6858,15,2.9972
44,10/31/19,17,0,0,Transitional Forest,Natural,0.6858,15,2.9972
44,10/31/19,18,0,0,Transitional Forest,Natural,0.6858,15,2.9972
44,10/31/19,19,0,0,Transitional Forest,Natural,0.6858,15,2.9972
44,10/31/19,20,0,0,Transitional Forest,Natural,0.6858,15,2.9972
44,10/31/19,21,0,0,Mature Forest,Artificial,0.6858,15,2.9972
44,10/31/19,22,1,1,Mature Forest,Artificial,0.6858,15,2.9972
44,10/31/19,23,0,0,Mature Forest,Artificial,0.6858,15,2.9972
44,10/31/19,24,0,0,Mature Forest,Artificial,0.6858,15,2.9972
44,10/31/19,25,0,0,Mature Forest,Artificial,0.6858,15,2.9972
44,10/31/19,26,0,0,Mature Forest,Artificial,0.6858,15,2.9972
44,10/31/19,27,1,1,Mature Forest,Artificial,0.6858,15,2.9972
44,10/31/19,28,0,0,Mature Forest,Artificial,0.6858,15,2.9972
44,10/31/19,29,0,0,Mature Forest,Artificial,0.6858,15,2.9972
44,10/31/19,30,0,0,Mature Forest,Artificial,0.6858,15,2.9972
44,10/31/19,31,0,0,Transitional Forest,Artificial,0.6858,15,2.9972
44,10/31/19,32,0,0,Transitional Forest,Artificial,0.6858,15,2.9972
44,10/31/19,33,0,0,Transitional Forest,Artificial,0.6858,15,2.9972
44,10/31/19,34,0,0,Transitional Forest,Artificial,0.6858,15,2.9972
44,10/31/19,35,0,0,Transitional Forest,Artificial,0.6858,15,2.9972
44,10/31/19,36,0,0,Transitional Forest,Artificial,0.6858,15,2.9972
44,10/31/19,37,0,0,Transitional Forest,Artificial,0.6858,15,2.9972
44,10/31/19,38,0,0,Transitional Forest,Artificial,0.6858,15,2.9972
44,10/31/19,39,0,0,Transitional Forest,Artificial,0.6858,15,2.9972
44,10/31/19,40,0,0,Transitional Forest,Artificial,0.6858,15,2.9972
45,11/7/19,1,0,0,Mature Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,2,0,0,Mature Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,3,0,0,Mature Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,4,0,0,Mature Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,5,0,0,Mature Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,6,0,0,Mature Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,7,1,1,Mature Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,8,1,1,Mature Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,9,0,0,Mature Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,10,0,0,Mature Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,11,0,0,Transitional Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,12,0,0,Transitional Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,13,0,0,Transitional Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,14,0,0,Transitional Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,15,0,0,Transitional Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,16,0,0,Transitional Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,17,0,0,Transitional Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,18,0,0,Transitional Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,19,0,0,Transitional Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,20,0,0,Transitional Forest,Natural,0.1524,8.333333333,4.4704
45,11/7/19,21,0,0,Mature Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,22,0,0,Mature Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,23,0,0,Mature Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,24,0,0,Mature Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,25,0,0,Mature Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,26,0,0,Mature Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,27,0,0,Mature Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,28,0,0,Mature Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,29,1,1,Mature Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,30,0,0,Mature Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,31,0,0,Transitional Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,32,0,0,Transitional Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,33,0,0,Transitional Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,34,0,0,Transitional Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,35,0,0,Transitional Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,36,0,0,Transitional Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,37,0,0,Transitional Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,38,0,0,Transitional Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,39,0,0,Transitional Forest,Artificial,0.1524,8.333333333,4.4704
45,11/7/19,40,0,0,Transitional Forest,Artificial,0.1524,8.333333333,4.4704
36,9/8/20,1,2,1,Mature Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,2,0,0,Mature Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,3,0,0,Mature Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,4,0,0,Mature Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,5,0,0,Mature Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,6,0,0,Mature Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,7,0,0,Mature Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,8,1,1,Mature Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,9,0,0,Mature Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,10,0,0,Mature Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,11,1,1,Transitional Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,12,0,0,Transitional Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,13,1,1,Transitional Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,14,2,2,Transitional Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,15,2,1,Transitional Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,16,0,0,Transitional Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,17,1,1,Transitional Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,18,0,0,Transitional Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,19,0,0,Transitional Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,20,2,1,Transitional Forest,Natural,3.8354,17.77777778,7.493
36,9/8/20,21,1,1,Mature Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,22,0,0,Mature Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,23,0,0,Mature Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,24,0,0,Mature Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,25,1,1,Mature Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,26,1,1,Mature Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,27,1,1,Mature Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,28,0,0,Mature Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,29,0,0,Mature Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,30,0,0,Mature Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,31,2,1,Transitional Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,32,1,1,Transitional Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,33,1,1,Transitional Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,34,1,1,Transitional Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,35,1,1,Transitional Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,36,0,0,Transitional Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,37,2,1,Transitional Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,38,0,0,Transitional Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,39,0,0,Transitional Forest,Artificial,3.8354,17.77777778,7.493
36,9/8/20,40,1,1,Transitional Forest,Artificial,3.8354,17.77777778,7.493
37,9/15/20,1,0,0,Mature Forest,Natural,0,18.88888889,0.7112
37,9/15/20,2,0,0,Mature Forest,Natural,0,18.88888889,0.7112
37,9/15/20,3,0,0,Mature Forest,Natural,0,18.88888889,0.7112
37,9/15/20,4,1,1,Mature Forest,Natural,0,18.88888889,0.7112
37,9/15/20,5,1,1,Mature Forest,Natural,0,18.88888889,0.7112
37,9/15/20,6,0,0,Mature Forest,Natural,0,18.88888889,0.7112
37,9/15/20,7,0,0,Mature Forest,Natural,0,18.88888889,0.7112
37,9/15/20,8,0,0,Mature Forest,Natural,0,18.88888889,0.7112
37,9/15/20,9,0,0,Mature Forest,Natural,0,18.88888889,0.7112
37,9/15/20,10,0,0,Mature Forest,Natural,0,18.88888889,0.7112
37,9/15/20,11,0,0,Transitional Forest,Natural,0,18.88888889,0.7112
37,9/15/20,12,0,0,Transitional Forest,Natural,0,18.88888889,0.7112
37,9/15/20,13,1,1,Transitional Forest,Natural,0,18.88888889,0.7112
37,9/15/20,14,0,0,Transitional Forest,Natural,0,18.88888889,0.7112
37,9/15/20,15,0,0,Transitional Forest,Natural,0,18.88888889,0.7112
37,9/15/20,16,0,0,Transitional Forest,Natural,0,18.88888889,0.7112
37,9/15/20,17,3,1,Transitional Forest,Natural,0,18.88888889,0.7112
37,9/15/20,18,0,0,Transitional Forest,Natural,0,18.88888889,0.7112
37,9/15/20,19,0,0,Transitional Forest,Natural,0,18.88888889,0.7112
37,9/15/20,20,1,1,Transitional Forest,Natural,0,18.88888889,0.7112
37,9/15/20,21,0,0,Mature Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,22,0,0,Mature Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,23,0,0,Mature Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,24,0,0,Mature Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,25,0,0,Mature Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,26,0,0,Mature Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,27,0,0,Mature Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,28,0,0,Mature Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,29,1,1,Mature Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,30,0,0,Mature Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,31,0,0,Transitional Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,32,1,1,Transitional Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,33,0,0,Transitional Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,34,0,0,Transitional Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,35,0,0,Transitional Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,36,0,0,Transitional Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,37,1,1,Transitional Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,38,0,0,Transitional Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,39,1,1,Transitional Forest,Artificial,0,18.88888889,0.7112
37,9/15/20,40,0,0,Transitional Forest,Artificial,0,18.88888889,0.7112
38,9/22/20,1,0,0,Mature Forest,Natural,0,17.77777778,0
38,9/22/20,2,1,1,Mature Forest,Natural,0,17.77777778,0
38,9/22/20,3,0,0,Mature Forest,Natural,0,17.77777778,0
38,9/22/20,4,0,0,Mature Forest,Natural,0,17.77777778,0
38,9/22/20,5,0,0,Mature Forest,Natural,0,17.77777778,0
38,9/22/20,6,0,0,Mature Forest,Natural,0,17.77777778,0
38,9/22/20,7,1,1,Mature Forest,Natural,0,17.77777778,0
38,9/22/20,8,0,0,Mature Forest,Natural,0,17.77777778,0
38,9/22/20,9,1,1,Mature Forest,Natural,0,17.77777778,0
38,9/22/20,10,1,1,Mature Forest,Natural,0,17.77777778,0
38,9/22/20,11,0,0,Transitional Forest,Natural,0,17.77777778,0
38,9/22/20,12,0,0,Transitional Forest,Natural,0,17.77777778,0
38,9/22/20,13,0,0,Transitional Forest,Natural,0,17.77777778,0
38,9/22/20,14,0,0,Transitional Forest,Natural,0,17.77777778,0
38,9/22/20,15,1,1,Transitional Forest,Natural,0,17.77777778,0
38,9/22/20,16,0,0,Transitional Forest,Natural,0,17.77777778,0
38,9/22/20,17,1,1,Transitional Forest,Natural,0,17.77777778,0
38,9/22/20,18,0,0,Transitional Forest,Natural,0,17.77777778,0
38,9/22/20,19,0,0,Transitional Forest,Natural,0,17.77777778,0
38,9/22/20,20,1,1,Transitional Forest,Natural,0,17.77777778,0
38,9/22/20,21,0,0,Mature Forest,Artificial,0,17.77777778,0
38,9/22/20,22,0,0,Mature Forest,Artificial,0,17.77777778,0
38,9/22/20,23,1,1,Mature Forest,Artificial,0,17.77777778,0
38,9/22/20,24,0,0,Mature Forest,Artificial,0,17.77777778,0
38,9/22/20,25,0,0,Mature Forest,Artificial,0,17.77777778,0
38,9/22/20,26,1,1,Mature Forest,Artificial,0,17.77777778,0
38,9/22/20,27,0,0,Mature Forest,Artificial,0,17.77777778,0
38,9/22/20,28,0,0,Mature Forest,Artificial,0,17.77777778,0
38,9/22/20,29,2,1,Mature Forest,Artificial,0,17.77777778,0
38,9/22/20,30,0,0,Mature Forest,Artificial,0,17.77777778,0
38,9/22/20,31,0,0,Transitional Forest,Artificial,0,17.77777778,0
38,9/22/20,32,0,0,Transitional Forest,Artificial,0,17.77777778,0
38,9/22/20,33,0,0,Transitional Forest,Artificial,0,17.77777778,0
38,9/22/20,34,1,1,Transitional Forest,Artificial,0,17.77777778,0
38,9/22/20,35,0,0,Transitional Forest,Artificial,0,17.77777778,0
38,9/22/20,36,0,0,Transitional Forest,Artificial,0,17.77777778,0
38,9/22/20,37,0,0,Transitional Forest,Artificial,0,17.77777778,0
38,9/22/20,38,0,0,Transitional Forest,Artificial,0,17.77777778,0
38,9/22/20,39,0,0,Transitional Forest,Artificial,0,17.77777778,0
38,9/22/20,40,0,0,Transitional Forest,Artificial,0,17.77777778,0
39,9/29/20,1,2,1,Mature Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,2,1,1,Mature Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,3,0,0,Mature Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,4,0,0,Mature Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,5,1,1,Mature Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,6,0,0,Mature Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,7,1,1,Mature Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,8,1,1,Mature Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,9,1,1,Mature Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,10,2,1,Mature Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,11,0,0,Transitional Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,12,0,0,Transitional Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,13,0,0,Transitional Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,14,2,1,Transitional Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,15,0,0,Transitional Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,16,0,0,Transitional Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,17,1,1,Transitional Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,18,2,1,Transitional Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,19,0,0,Transitional Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,20,4,2,Transitional Forest,Natural,1.778,24.44444444,1.778
39,9/29/20,21,1,1,Mature Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,22,1,1,Mature Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,23,0,0,Mature Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,24,0,0,Mature Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,25,0,0,Mature Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,26,1,1,Mature Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,27,0,0,Mature Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,28,1,1,Mature Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,29,1,1,Mature Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,30,0,0,Mature Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,31,0,0,Transitional Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,32,1,1,Transitional Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,33,1,1,Transitional Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,34,0,0,Transitional Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,35,0,0,Transitional Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,36,0,0,Transitional Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,37,1,1,Transitional Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,38,1,1,Transitional Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,39,0,0,Transitional Forest,Artificial,1.778,24.44444444,1.778
39,9/29/20,40,0,0,Transitional Forest,Artificial,1.778,24.44444444,1.778
40,10/6/20,1,1,1,Mature Forest,Natural,0,14.44444444,1.397
40,10/6/20,2,1,1,Mature Forest,Natural,0,14.44444444,1.397
40,10/6/20,3,0,0,Mature Forest,Natural,0,14.44444444,1.397
40,10/6/20,4,0,0,Mature Forest,Natural,0,14.44444444,1.397
40,10/6/20,5,2,1,Mature Forest,Natural,0,14.44444444,1.397
40,10/6/20,6,0,0,Mature Forest,Natural,0,14.44444444,1.397
40,10/6/20,7,1,1,Mature Forest,Natural,0,14.44444444,1.397
40,10/6/20,8,0,0,Mature Forest,Natural,0,14.44444444,1.397
40,10/6/20,9,2,1,Mature Forest,Natural,0,14.44444444,1.397
40,10/6/20,10,2,1,Mature Forest,Natural,0,14.44444444,1.397
40,10/6/20,11,1,1,Transitional Forest,Natural,0,14.44444444,1.397
40,10/6/20,12,2,1,Transitional Forest,Natural,0,14.44444444,1.397
40,10/6/20,13,1,1,Transitional Forest,Natural,0,14.44444444,1.397
40,10/6/20,14,2,1,Transitional Forest,Natural,0,14.44444444,1.397
40,10/6/20,15,2,1,Transitional Forest,Natural,0,14.44444444,1.397
40,10/6/20,16,2,1,Transitional Forest,Natural,0,14.44444444,1.397
40,10/6/20,17,5,2,Transitional Forest,Natural,0,14.44444444,1.397
40,10/6/20,18,1,1,Transitional Forest,Natural,0,14.44444444,1.397
40,10/6/20,19,0,0,Transitional Forest,Natural,0,14.44444444,1.397
40,10/6/20,20,1,1,Transitional Forest,Natural,0,14.44444444,1.397
40,10/6/20,21,0,0,Mature Forest,Artificial,0,14.44444444,1.397
40,10/6/20,22,1,1,Mature Forest,Artificial,0,14.44444444,1.397
40,10/6/20,23,0,0,Mature Forest,Artificial,0,14.44444444,1.397
40,10/6/20,24,0,0,Mature Forest,Artificial,0,14.44444444,1.397
40,10/6/20,25,0,0,Mature Forest,Artificial,0,14.44444444,1.397
40,10/6/20,26,1,1,Mature Forest,Artificial,0,14.44444444,1.397
40,10/6/20,27,1,1,Mature Forest,Artificial,0,14.44444444,1.397
40,10/6/20,28,1,1,Mature Forest,Artificial,0,14.44444444,1.397
40,10/6/20,29,0,0,Mature Forest,Artificial,0,14.44444444,1.397
40,10/6/20,30,1,1,Mature Forest,Artificial,0,14.44444444,1.397
40,10/6/20,31,0,0,Transitional Forest,Artificial,0,14.44444444,1.397
40,10/6/20,32,1,1,Transitional Forest,Artificial,0,14.44444444,1.397
40,10/6/20,33,0,0,Transitional Forest,Artificial,0,14.44444444,1.397
40,10/6/20,34,1,1,Transitional Forest,Artificial,0,14.44444444,1.397
40,10/6/20,35,0,0,Transitional Forest,Artificial,0,14.44444444,1.397
40,10/6/20,36,1,1,Transitional Forest,Artificial,0,14.44444444,1.397
40,10/6/20,37,1,1,Transitional Forest,Artificial,0,14.44444444,1.397
40,10/6/20,38,0,0,Transitional Forest,Artificial,0,14.44444444,1.397
40,10/6/20,39,1,1,Transitional Forest,Artificial,0,14.44444444,1.397
40,10/6/20,40,1,1,Transitional Forest,Artificial,0,14.44444444,1.397
41,10/13/20,1,1,1,Mature Forest,Natural,0,19.44444444,0
41,10/13/20,2,0,0,Mature Forest,Natural,0,19.44444444,0
41,10/13/20,3,0,0,Mature Forest,Natural,0,19.44444444,0
41,10/13/20,4,0,0,Mature Forest,Natural,0,19.44444444,0
41,10/13/20,5,1,1,Mature Forest,Natural,0,19.44444444,0
41,10/13/20,6,0,0,Mature Forest,Natural,0,19.44444444,0
41,10/13/20,7,1,1,Mature Forest,Natural,0,19.44444444,0
41,10/13/20,8,1,1,Mature Forest,Natural,0,19.44444444,0
41,10/13/20,9,0,0,Mature Forest,Natural,0,19.44444444,0
41,10/13/20,10,1,1,Mature Forest,Natural,0,19.44444444,0
41,10/13/20,11,0,0,Transitional Forest,Natural,0,19.44444444,0
41,10/13/20,12,1,1,Transitional Forest,Natural,0,19.44444444,0
41,10/13/20,13,2,1,Transitional Forest,Natural,0,19.44444444,0
41,10/13/20,14,0,0,Transitional Forest,Natural,0,19.44444444,0
41,10/13/20,15,0,0,Transitional Forest,Natural,0,19.44444444,0
41,10/13/20,16,0,0,Transitional Forest,Natural,0,19.44444444,0
41,10/13/20,17,1,1,Transitional Forest,Natural,0,19.44444444,0
41,10/13/20,18,0,0,Transitional Forest,Natural,0,19.44444444,0
41,10/13/20,19,0,0,Transitional Forest,Natural,0,19.44444444,0
41,10/13/20,20,0,0,Transitional Forest,Natural,0,19.44444444,0
41,10/13/20,21,1,1,Mature Forest,Artificial,0,19.44444444,0
41,10/13/20,22,1,1,Mature Forest,Artificial,0,19.44444444,0
41,10/13/20,23,0,0,Mature Forest,Artificial,0,19.44444444,0
41,10/13/20,24,0,0,Mature Forest,Artificial,0,19.44444444,0
41,10/13/20,25,2,1,Mature Forest,Artificial,0,19.44444444,0
41,10/13/20,26,1,1,Mature Forest,Artificial,0,19.44444444,0
41,10/13/20,27,1,1,Mature Forest,Artificial,0,19.44444444,0
41,10/13/20,28,0,0,Mature Forest,Artificial,0,19.44444444,0
41,10/13/20,29,0,0,Mature Forest,Artificial,0,19.44444444,0
41,10/13/20,30,0,0,Mature Forest,Artificial,0,19.44444444,0
41,10/13/20,31,1,1,Transitional Forest,Artificial,0,19.44444444,0
41,10/13/20,32,1,1,Transitional Forest,Artificial,0,19.44444444,0
41,10/13/20,33,1,1,Transitional Forest,Artificial,0,19.44444444,0
41,10/13/20,34,0,0,Transitional Forest,Artificial,0,19.44444444,0
41,10/13/20,35,0,0,Transitional Forest,Artificial,0,19.44444444,0
41,10/13/20,36,0,0,Transitional Forest,Artificial,0,19.44444444,0
41,10/13/20,37,0,0,Transitional Forest,Artificial,0,19.44444444,0
41,10/13/20,38,0,0,Transitional Forest,Artificial,0,19.44444444,0
41,10/13/20,39,1,1,Transitional Forest,Artificial,0,19.44444444,0
41,10/13/20,40,0,0,Transitional Forest,Artificial,0,19.44444444,0
42,10/20/20,1,0,0,Mature Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,2,0,0,Mature Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,3,0,0,Mature Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,4,1,1,Mature Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,5,0,0,Mature Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,6,0,0,Mature Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,7,1,1,Mature Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,8,0,0,Mature Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,9,1,1,Mature Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,10,1,1,Mature Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,11,0,0,Transitional Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,12,0,0,Transitional Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,13,0,0,Transitional Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,14,0,0,Transitional Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,15,0,0,Transitional Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,16,0,0,Transitional Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,17,0,0,Transitional Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,18,0,0,Transitional Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,19,0,0,Transitional Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,20,0,0,Transitional Forest,Natural,0.762,11.66666667,2.8194
42,10/20/20,21,1,1,Mature Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,22,0,0,Mature Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,23,0,0,Mature Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,24,0,0,Mature Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,25,0,0,Mature Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,26,0,0,Mature Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,27,0,0,Mature Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,28,1,1,Mature Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,29,1,1,Mature Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,30,0,0,Mature Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,31,0,0,Transitional Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,32,1,1,Transitional Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,33,0,0,Transitional Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,34,0,0,Transitional Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,35,0,0,Transitional Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,36,0,0,Transitional Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,37,0,0,Transitional Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,38,0,0,Transitional Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,39,1,1,Transitional Forest,Artificial,0.762,11.66666667,2.8194
42,10/20/20,40,0,0,Transitional Forest,Artificial,0.762,11.66666667,2.8194
43,10/27/20,1,0,0,Mature Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,2,0,0,Mature Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,3,0,0,Mature Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,4,0,0,Mature Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,5,0,0,Mature Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,6,0,0,Mature Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,7,0,0,Mature Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,8,0,0,Mature Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,9,0,0,Mature Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,10,1,1,Mature Forest,Natural,0.1524,8.888888889,4.8768
