"","Week_of_Year","Date","Board_Number","Abundance","Richness","Site_Type","Board_Type","Daily_Precipitation","Maximum_Temperature","Weekly_Precipitation","Year"
"579",41,2019-10-10,19,1,1,"Transitional Forest","Natural",0,19.44444444,0.4318,2019
"580",41,2019-10-10,20,1,1,"Transitional Forest","Natural",0,19.44444444,0.4318,2019
"581",41,2019-10-10,21,0,0,"Mature Forest","Artificial",0,19.44444444,0.4318,2019
"582",41,2019-10-10,22,0,0,"Mature Forest","Artificial",0,19.44444444,0.4318,2019
"583",41,2019-10-10,23,0,0,"Mature Forest","Artificial",0,19.44444444,0.4318,2019
"584",41,2019-10-10,24,0,0,"Mature Forest","Artificial",0,19.44444444,0.4318,2019
"585",41,2019-10-10,25,0,0,"Mature Forest","Artificial",0,19.44444444,0.4318,2019
"586",41,2019-10-10,26,0,0,"Mature Forest","Artificial",0,19.44444444,0.4318,2019
"587",41,2019-10-10,27,0,0,"Mature Forest","Artificial",0,19.44444444,0.4318,2019
"588",41,2019-10-10,28,0,0,"Mature Forest","Artificial",0,19.44444444,0.4318,2019
"589",41,2019-10-10,29,0,0,"Mature Forest","Artificial",0,19.44444444,0.4318,2019
"590",41,2019-10-10,30,0,0,"Mature Forest","Artificial",0,19.44444444,0.4318,2019
"591",41,2019-10-10,31,1,1,"Transitional Forest","Artificial",0,19.44444444,0.4318,2019
"592",41,2019-10-10,32,0,0,"Transitional Forest","Artificial",0,19.44444444,0.4318,2019
"593",41,2019-10-10,33,0,0,"Transitional Forest","Artificial",0,19.44444444,0.4318,2019
"594",41,2019-10-10,34,0,0,"Transitional Forest","Artificial",0,19.44444444,0.4318,2019
"595",41,2019-10-10,35,0,0,"Transitional Forest","Artificial",0,19.44444444,0.4318,2019
"596",41,2019-10-10,36,1,1,"Transitional Forest","Artificial",0,19.44444444,0.4318,2019
"597",41,2019-10-10,37,0,0,"Transitional Forest","Artificial",0,19.44444444,0.4318,2019
"598",41,2019-10-10,38,0,0,"Transitional Forest","Artificial",0,19.44444444,0.4318,2019
"599",41,2019-10-10,39,0,0,"Transitional Forest","Artificial",0,19.44444444,0.4318,2019
"600",41,2019-10-10,40,0,0,"Transitional Forest","Artificial",0,19.44444444,0.4318,2019
"601",42,2019-10-17,1,0,0,"Mature Forest","Natural",1.4478,8.888888889,2.8448,2019
"602",42,2019-10-17,2,0,0,"Mature Forest","Natural",1.4478,8.888888889,2.8448,2019
"603",42,2019-10-17,3,0,0,"Mature Forest","Natural",1.4478,8.888888889,2.8448,2019
"604",42,2019-10-17,4,1,1,"Mature Forest","Natural",1.4478,8.888888889,2.8448,2019
"605",42,2019-10-17,5,0,0,"Mature Forest","Natural",1.4478,8.888888889,2.8448,2019
"606",42,2019-10-17,6,2,1,"Mature Forest","Natural",1.4478,8.888888889,2.8448,2019
"607",42,2019-10-17,7,0,0,"Mature Forest","Natural",1.4478,8.888888889,2.8448,2019
"608",42,2019-10-17,8,0,0,"Mature Forest","Natural",1.4478,8.888888889,2.8448,2019
"609",42,2019-10-17,9,0,0,"Mature Forest","Natural",1.4478,8.888888889,2.8448,2019
"610",42,2019-10-17,10,0,0,"Mature Forest","Natural",1.4478,8.888888889,2.8448,2019
"611",42,2019-10-17,11,0,0,"Transitional Forest","Natural",1.4478,8.888888889,2.8448,2019
"612",42,2019-10-17,12,1,1,"Transitional Forest","Natural",1.4478,8.888888889,2.8448,2019
"613",42,2019-10-17,13,0,0,"Transitional Forest","Natural",1.4478,8.888888889,2.8448,2019
"614",42,2019-10-17,14,0,0,"Transitional Forest","Natural",1.4478,8.888888889,2.8448,2019
"615",42,2019-10-17,15,0,0,"Transitional Forest","Natural",1.4478,8.888888889,2.8448,2019
"616",42,2019-10-17,16,0,0,"Transitional Forest","Natural",1.4478,8.888888889,2.8448,2019
"617",42,2019-10-17,17,0,0,"Transitional Forest","Natural",1.4478,8.888888889,2.8448,2019
"618",42,2019-10-17,18,0,0,"Transitional Forest","Natural",1.4478,8.888888889,2.8448,2019
"619",42,2019-10-17,19,0,0,"Transitional Forest","Natural",1.4478,8.888888889,2.8448,2019
"620",42,2019-10-17,20,0,0,"Transitional Forest","Natural",1.4478,8.888888889,2.8448,2019
"621",42,2019-10-17,21,0,0,"Mature Forest","Artificial",1.4478,8.888888889,2.8448,2019
"622",42,2019-10-17,22,0,0,"Mature Forest","Artificial",1.4478,8.888888889,2.8448,2019
"623",42,2019-10-17,23,1,1,"Mature Forest","Artificial",1.4478,8.888888889,2.8448,2019
"624",42,2019-10-17,24,0,0,"Mature Forest","Artificial",1.4478,8.888888889,2.8448,2019
"625",42,2019-10-17,25,1,1,"Mature Forest","Artificial",1.4478,8.888888889,2.8448,2019
"626",42,2019-10-17,26,0,0,"Mature Forest","Artificial",1.4478,8.888888889,2.8448,2019
"627",42,2019-10-17,27,0,0,"Mature Forest","Artificial",1.4478,8.888888889,2.8448,2019
"628",42,2019-10-17,28,0,0,"Mature Forest","Artificial",1.4478,8.888888889,2.8448,2019
"629",42,2019-10-17,29,0,0,"Mature Forest","Artificial",1.4478,8.888888889,2.8448,2019
"630",42,2019-10-17,30,0,0,"Mature Forest","Artificial",1.4478,8.888888889,2.8448,2019
"631",42,2019-10-17,31,0,0,"Transitional Forest","Artificial",1.4478,8.888888889,2.8448,2019
"632",42,2019-10-17,32,1,1,"Transitional Forest","Artificial",1.4478,8.888888889,2.8448,2019
"633",42,2019-10-17,33,0,0,"Transitional Forest","Artificial",1.4478,8.888888889,2.8448,2019
"634",42,2019-10-17,34,1,1,"Transitional Forest","Artificial",1.4478,8.888888889,2.8448,2019
"635",42,2019-10-17,35,0,0,"Transitional Forest","Artificial",1.4478,8.888888889,2.8448,2019
"636",42,2019-10-17,36,0,0,"Transitional Forest","Artificial",1.4478,8.888888889,2.8448,2019
"637",42,2019-10-17,37,0,0,"Transitional Forest","Artificial",1.4478,8.888888889,2.8448,2019
"638",42,2019-10-17,38,0,0,"Transitional Forest","Artificial",1.4478,8.888888889,2.8448,2019
"639",42,2019-10-17,39,0,0,"Transitional Forest","Artificial",1.4478,8.888888889,2.8448,2019
"640",42,2019-10-17,40,0,0,"Transitional Forest","Artificial",1.4478,8.888888889,2.8448,2019
"641",43,2019-10-24,1,1,1,"Mature Forest","Natural",0,14.44444444,1.0668,2019
"642",43,2019-10-24,2,0,0,"Mature Forest","Natural",0,14.44444444,1.0668,2019
"643",43,2019-10-24,3,0,0,"Mature Forest","Natural",0,14.44444444,1.0668,2019
"644",43,2019-10-24,4,1,1,"Mature Forest","Natural",0,14.44444444,1.0668,2019
"645",43,2019-10-24,5,0,0,"Mature Forest","Natural",0,14.44444444,1.0668,2019
"646",43,2019-10-24,6,2,1,"Mature Forest","Natural",0,14.44444444,1.0668,2019
"647",43,2019-10-24,7,0,0,"Mature Forest","Natural",0,14.44444444,1.0668,2019
"648",43,2019-10-24,8,0,0,"Mature Forest","Natural",0,14.44444444,1.0668,2019
"649",43,2019-10-24,9,1,1,"Mature Forest","Natural",0,14.44444444,1.0668,2019
"650",43,2019-10-24,10,0,0,"Mature Forest","Natural",0,14.44444444,1.0668,2019
"651",43,2019-10-24,11,0,0,"Transitional Forest","Natural",0,14.44444444,1.0668,2019
"652",43,2019-10-24,12,0,0,"Transitional Forest","Natural",0,14.44444444,1.0668,2019
"653",43,2019-10-24,13,0,0,"Transitional Forest","Natural",0,14.44444444,1.0668,2019
"654",43,2019-10-24,14,1,1,"Transitional Forest","Natural",0,14.44444444,1.0668,2019
"655",43,2019-10-24,15,1,1,"Transitional Forest","Natural",0,14.44444444,1.0668,2019
"656",43,2019-10-24,16,0,0,"Transitional Forest","Natural",0,14.44444444,1.0668,2019
"657",43,2019-10-24,17,0,0,"Transitional Forest","Natural",0,14.44444444,1.0668,2019
"658",43,2019-10-24,18,0,0,"Transitional Forest","Natural",0,14.44444444,1.0668,2019
"659",43,2019-10-24,19,0,0,"Transitional Forest","Natural",0,14.44444444,1.0668,2019
"660",43,2019-10-24,20,0,0,"Transitional Forest","Natural",0,14.44444444,1.0668,2019
"661",43,2019-10-24,21,0,0,"Mature Forest","Artificial",0,14.44444444,1.0668,2019
"662",43,2019-10-24,22,0,0,"Mature Forest","Artificial",0,14.44444444,1.0668,2019
"663",43,2019-10-24,23,0,0,"Mature Forest","Artificial",0,14.44444444,1.0668,2019
"664",43,2019-10-24,24,0,0,"Mature Forest","Artificial",0,14.44444444,1.0668,2019
"665",43,2019-10-24,25,1,1,"Mature Forest","Artificial",0,14.44444444,1.0668,2019
"666",43,2019-10-24,26,0,0,"Mature Forest","Artificial",0,14.44444444,1.0668,2019
"667",43,2019-10-24,27,0,0,"Mature Forest","Artificial",0,14.44444444,1.0668,2019
"668",43,2019-10-24,28,0,0,"Mature Forest","Artificial",0,14.44444444,1.0668,2019
"669",43,2019-10-24,29,1,1,"Mature Forest","Artificial",0,14.44444444,1.0668,2019
"670",43,2019-10-24,30,0,0,"Mature Forest","Artificial",0,14.44444444,1.0668,2019
"671",43,2019-10-24,31,0,0,"Transitional Forest","Artificial",0,14.44444444,1.0668,2019
"672",43,2019-10-24,32,0,0,"Transitional Forest","Artificial",0,14.44444444,1.0668,2019
"673",43,2019-10-24,33,0,0,"Transitional Forest","Artificial",0,14.44444444,1.0668,2019
"674",43,2019-10-24,34,0,0,"Transitional Forest","Artificial",0,14.44444444,1.0668,2019
"675",43,2019-10-24,35,1,1,"Transitional Forest","Artificial",0,14.44444444,1.0668,2019
"676",43,2019-10-24,36,0,0,"Transitional Forest","Artificial",0,14.44444444,1.0668,2019
"677",43,2019-10-24,37,0,0,"Transitional Forest","Artificial",0,14.44444444,1.0668,2019
"678",43,2019-10-24,38,2,1,"Transitional Forest","Artificial",0,14.44444444,1.0668,2019
"679",43,2019-10-24,39,0,0,"Transitional Forest","Artificial",0,14.44444444,1.0668,2019
"680",43,2019-10-24,40,1,1,"Transitional Forest","Artificial",0,14.44444444,1.0668,2019
"681",44,2019-10-31,1,0,0,"Mature Forest","Natural",0.6858,15,2.9972,2019
"682",44,2019-10-31,2,0,0,"Mature Forest","Natural",0.6858,15,2.9972,2019
"683",44,2019-10-31,3,0,0,"Mature Forest","Natural",0.6858,15,2.9972,2019
"684",44,2019-10-31,4,0,0,"Mature Forest","Natural",0.6858,15,2.9972,2019
"685",44,2019-10-31,5,0,0,"Mature Forest","Natural",0.6858,15,2.9972,2019
"686",44,2019-10-31,6,0,0,"Mature Forest","Natural",0.6858,15,2.9972,2019
"687",44,2019-10-31,7,0,0,"Mature Forest","Natural",0.6858,15,2.9972,2019
"688",44,2019-10-31,8,0,0,"Mature Forest","Natural",0.6858,15,2.9972,2019
"689",44,2019-10-31,9,0,0,"Mature Forest","Natural",0.6858,15,2.9972,2019
"690",44,2019-10-31,10,0,0,"Mature Forest","Natural",0.6858,15,2.9972,2019
"691",44,2019-10-31,11,1,1,"Transitional Forest","Natural",0.6858,15,2.9972,2019
"692",44,2019-10-31,12,0,0,"Transitional Forest","Natural",0.6858,15,2.9972,2019
"693",44,2019-10-31,13,1,1,"Transitional Forest","Natural",0.6858,15,2.9972,2019
"694",44,2019-10-31,14,0,0,"Transitional Forest","Natural",0.6858,15,2.9972,2019
"695",44,2019-10-31,15,0,0,"Transitional Forest","Natural",0.6858,15,2.9972,2019
"696",44,2019-10-31,16,0,0,"Transitional Forest","Natural",0.6858,15,2.9972,2019
"697",44,2019-10-31,17,0,0,"Transitional Forest","Natural",0.6858,15,2.9972,2019
"698",44,2019-10-31,18,0,0,"Transitional Forest","Natural",0.6858,15,2.9972,2019
"699",44,2019-10-31,19,0,0,"Transitional Forest","Natural",0.6858,15,2.9972,2019
"700",44,2019-10-31,20,0,0,"Transitional Forest","Natural",0.6858,15,2.9972,2019
"701",44,2019-10-31,21,0,0,"Mature Forest","Artificial",0.6858,15,2.9972,2019
"702",44,2019-10-31,22,1,1,"Mature Forest","Artificial",0.6858,15,2.9972,2019
"703",44,2019-10-31,23,0,0,"Mature Forest","Artificial",0.6858,15,2.9972,2019
"704",44,2019-10-31,24,0,0,"Mature Forest","Artificial",0.6858,15,2.9972,2019
"705",44,2019-10-31,25,0,0,"Mature Forest","Artificial",0.6858,15,2.9972,2019
"706",44,2019-10-31,26,0,0,"Mature Forest","Artificial",0.6858,15,2.9972,2019
"707",44,2019-10-31,27,1,1,"Mature Forest","Artificial",0.6858,15,2.9972,2019
"708",44,2019-10-31,28,0,0,"Mature Forest","Artificial",0.6858,15,2.9972,2019
"709",44,2019-10-31,29,0,0,"Mature Forest","Artificial",0.6858,15,2.9972,2019
"710",44,2019-10-31,30,0,0,"Mature Forest","Artificial",0.6858,15,2.9972,2019
"711",44,2019-10-31,31,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972,2019
"712",44,2019-10-31,32,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972,2019
"713",44,2019-10-31,33,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972,2019
"714",44,2019-10-31,34,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972,2019
"715",44,2019-10-31,35,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972,2019
"716",44,2019-10-31,36,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972,2019
"717",44,2019-10-31,37,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972,2019
"718",44,2019-10-31,38,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972,2019
"719",44,2019-10-31,39,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972,2019
"720",44,2019-10-31,40,0,0,"Transitional Forest","Artificial",0.6858,15,2.9972,2019
"721",45,2019-11-07,1,0,0,"Mature Forest","Natural",0.1524,8.333333333,4.4704,2019
"722",45,2019-11-07,2,0,0,"Mature Forest","Natural",0.1524,8.333333333,4.4704,2019
"723",45,2019-11-07,3,0,0,"Mature Forest","Natural",0.1524,8.333333333,4.4704,2019
"724",45,2019-11-07,4,0,0,"Mature Forest","Natural",0.1524,8.333333333,4.4704,2019
"725",45,2019-11-07,5,0,0,"Mature Forest","Natural",0.1524,8.333333333,4.4704,2019
"726",45,2019-11-07,6,0,0,"Mature Forest","Natural",0.1524,8.333333333,4.4704,2019
"727",45,2019-11-07,7,1,1,"Mature Forest","Natural",0.1524,8.333333333,4.4704,2019
"728",45,2019-11-07,8,1,1,"Mature Forest","Natural",0.1524,8.333333333,4.4704,2019
"729",45,2019-11-07,9,0,0,"Mature Forest","Natural",0.1524,8.333333333,4.4704,2019
"730",45,2019-11-07,10,0,0,"Mature Forest","Natural",0.1524,8.333333333,4.4704,2019
"731",45,2019-11-07,11,0,0,"Transitional Forest","Natural",0.1524,8.333333333,4.4704,2019
"732",45,2019-11-07,12,0,0,"Transitional Forest","Natural",0.1524,8.333333333,4.4704,2019
"733",45,2019-11-07,13,0,0,"Transitional Forest","Natural",0.1524,8.333333333,4.4704,2019
"734",45,2019-11-07,14,0,0,"Transitional Forest","Natural",0.1524,8.333333333,4.4704,2019
"735",45,2019-11-07,15,0,0,"Transitional Forest","Natural",0.1524,8.333333333,4.4704,2019
"736",45,2019-11-07,16,0,0,"Transitional Forest","Natural",0.1524,8.333333333,4.4704,2019
"737",45,2019-11-07,17,0,0,"Transitional Forest","Natural",0.1524,8.333333333,4.4704,2019
"738",45,2019-11-07,18,0,0,"Transitional Forest","Natural",0.1524,8.333333333,4.4704,2019
"739",45,2019-11-07,19,0,0,"Transitional Forest","Natural",0.1524,8.333333333,4.4704,2019
"740",45,2019-11-07,20,0,0,"Transitional Forest","Natural",0.1524,8.333333333,4.4704,2019
"741",45,2019-11-07,21,0,0,"Mature Forest","Artificial",0.1524,8.333333333,4.4704,2019
"742",45,2019-11-07,22,0,0,"Mature Forest","Artificial",0.1524,8.333333333,4.4704,2019
"743",45,2019-11-07,23,0,0,"Mature Forest","Artificial",0.1524,8.333333333,4.4704,2019
"744",45,2019-11-07,24,0,0,"Mature Forest","Artificial",0.1524,8.333333333,4.4704,2019
"745",45,2019-11-07,25,0,0,"Mature Forest","Artificial",0.1524,8.333333333,4.4704,2019
"746",45,2019-11-07,26,0,0,"Mature Forest","Artificial",0.1524,8.333333333,4.4704,2019
"747",45,2019-11-07,27,0,0,"Mature Forest","Artificial",0.1524,8.333333333,4.4704,2019
"748",45,2019-11-07,28,0,0,"Mature Forest","Artificial",0.1524,8.333333333,4.4704,2019
"749",45,2019-11-07,29,1,1,"Mature Forest","Artificial",0.1524,8.333333333,4.4704,2019
"750",45,2019-11-07,30,0,0,"Mature Forest","Artificial",0.1524,8.333333333,4.4704,2019
"751",45,2019-11-07,31,0,0,"Transitional Forest","Artificial",0.1524,8.333333333,4.4704,2019
"752",45,2019-11-07,32,0,0,"Transitional Forest","Artificial",0.1524,8.333333333,4.4704,2019
"753",45,2019-11-07,33,0,0,"Transitional Forest","Artificial",0.1524,8.333333333,4.4704,2019
"754",45,2019-11-07,34,0,0,"Transitional Forest","Artificial",0.1524,8.333333333,4.4704,2019
"755",45,2019-11-07,35,0,0,"Transitional Forest","Artificial",0.1524,8.333333333,4.4704,2019
"756",45,2019-11-07,36,0,0,"Transitional Forest","Artificial",0.1524,8.333333333,4.4704,2019
"757",45,2019-11-07,37,0,0,"Transitional Forest","Artificial",0.1524,8.333333333,4.4704,2019
"758",45,2019-11-07,38,0,0,"Transitional Forest","Artificial",0.1524,8.333333333,4.4704,2019
"759",45,2019-11-07,39,0,0,"Transitional Forest","Artificial",0.1524,8.333333333,4.4704,2019
"760",45,2019-11-07,40,0,0,"Transitional Forest","Artificial",0.1524,8.333333333,4.4704,2019
"761",36,2020-09-08,1,2,1,"Mature Forest","Natural",3.8354,17.77777778,7.493,2020
"762",36,2020-09-08,2,0,0,"Mature Forest","Natural",3.8354,17.77777778,7.493,2020
"763",36,2020-09-08,3,0,0,"Mature Forest","Natural",3.8354,17.77777778,7.493,2020
"764",36,2020-09-08,4,0,0,"Mature Forest","Natural",3.8354,17.77777778,7.493,2020
"765",36,2020-09-08,5,0,0,"Mature Forest","Natural",3.8354,17.77777778,7.493,2020
"766",36,2020-09-08,6,0,0,"Mature Forest","Natural",3.8354,17.77777778,7.493,2020
"767",36,2020-09-08,7,0,0,"Mature Forest","Natural",3.8354,17.77777778,7.493,2020
"768",36,2020-09-08,8,1,1,"Mature Forest","Natural",3.8354,17.77777778,7.493,2020
"769",36,2020-09-08,9,0,0,"Mature Forest","Natural",3.8354,17.77777778,7.493,2020
"770",36,2020-09-08,10,0,0,"Mature Forest","Natural",3.8354,17.77777778,7.493,2020
"771",36,2020-09-08,11,1,1,"Transitional Forest","Natural",3.8354,17.77777778,7.493,2020
"772",36,2020-09-08,12,0,0,"Transitional Forest","Natural",3.8354,17.77777778,7.493,2020
"773",36,2020-09-08,13,1,1,"Transitional Forest","Natural",3.8354,17.77777778,7.493,2020
"774",36,2020-09-08,14,2,2,"Transitional Forest","Natural",3.8354,17.77777778,7.493,2020
"775",36,2020-09-08,15,2,1,"Transitional Forest","Natural",3.8354,17.77777778,7.493,2020
"776",36,2020-09-08,16,0,0,"Transitional Forest","Natural",3.8354,17.77777778,7.493,2020
"777",36,2020-09-08,17,1,1,"Transitional Forest","Natural",3.8354,17.77777778,7.493,2020
"778",36,2020-09-08,18,0,0,"Transitional Forest","Natural",3.8354,17.77777778,7.493,2020
"779",36,2020-09-08,19,0,0,"Transitional Forest","Natural",3.8354,17.77777778,7.493,2020
"780",36,2020-09-08,20,2,1,"Transitional Forest","Natural",3.8354,17.77777778,7.493,2020
"781",36,2020-09-08,21,1,1,"Mature Forest","Artificial",3.8354,17.77777778,7.493,2020
"782",36,2020-09-08,22,0,0,"Mature Forest","Artificial",3.8354,17.77777778,7.493,2020
"783",36,2020-09-08,23,0,0,"Mature Forest","Artificial",3.8354,17.77777778,7.493,2020
"784",36,2020-09-08,24,0,0,"Mature Forest","Artificial",3.8354,17.77777778,7.493,2020
"785",36,2020-09-08,25,1,1,"Mature Forest","Artificial",3.8354,17.77777778,7.493,2020
"786",36,2020-09-08,26,1,1,"Mature Forest","Artificial",3.8354,17.77777778,7.493,2020
"787",36,2020-09-08,27,1,1,"Mature Forest","Artificial",3.8354,17.77777778,7.493,2020
"788",36,2020-09-08,28,0,0,"Mature Forest","Artificial",3.8354,17.77777778,7.493,2020
"789",36,2020-09-08,29,0,0,"Mature Forest","Artificial",3.8354,17.77777778,7.493,2020
"790",36,2020-09-08,30,0,0,"Mature Forest","Artificial",3.8354,17.77777778,7.493,2020
"791",36,2020-09-08,31,2,1,"Transitional Forest","Artificial",3.8354,17.77777778,7.493,2020
"792",36,2020-09-08,32,1,1,"Transitional Forest","Artificial",3.8354,17.77777778,7.493,2020
"793",36,2020-09-08,33,1,1,"Transitional Forest","Artificial",3.8354,17.77777778,7.493,2020
"794",36,2020-09-08,34,1,1,"Transitional Forest","Artificial",3.8354,17.77777778,7.493,2020
"795",36,2020-09-08,35,1,1,"Transitional Forest","Artificial",3.8354,17.77777778,7.493,2020
"796",36,2020-09-08,36,0,0,"Transitional Forest","Artificial",3.8354,17.77777778,7.493,2020
"797",36,2020-09-08,37,2,1,"Transitional Forest","Artificial",3.8354,17.77777778,7.493,2020
"798",36,2020-09-08,38,0,0,"Transitional Forest","Artificial",3.8354,17.77777778,7.493,2020
"799",36,2020-09-08,39,0,0,"Transitional Forest","Artificial",3.8354,17.77777778,7.493,2020
"800",36,2020-09-08,40,1,1,"Transitional Forest","Artificial",3.8354,17.77777778,7.493,2020
"801",37,2020-09-15,1,0,0,"Mature Forest","Natural",0,18.88888889,0.7112,2020
"802",37,2020-09-15,2,0,0,"Mature Forest","Natural",0,18.88888889,0.7112,2020
"803",37,2020-09-15,3,0,0,"Mature Forest","Natural",0,18.88888889,0.7112,2020
"804",37,2020-09-15,4,1,1,"Mature Forest","Natural",0,18.88888889,0.7112,2020
"805",37,2020-09-15,5,1,1,"Mature Forest","Natural",0,18.88888889,0.7112,2020
"806",37,2020-09-15,6,0,0,"Mature Forest","Natural",0,18.88888889,0.7112,2020
"807",37,2020-09-15,7,0,0,"Mature Forest","Natural",0,18.88888889,0.7112,2020
"808",37,2020-09-15,8,0,0,"Mature Forest","Natural",0,18.88888889,0.7112,2020
"809",37,2020-09-15,9,0,0,"Mature Forest","Natural",0,18.88888889,0.7112,2020
"810",37,2020-09-15,10,0,0,"Mature Forest","Natural",0,18.88888889,0.7112,2020
"811",37,2020-09-15,11,0,0,"Transitional Forest","Natural",0,18.88888889,0.7112,2020
"812",37,2020-09-15,12,0,0,"Transitional Forest","Natural",0,18.88888889,0.7112,2020
"813",37,2020-09-15,13,1,1,"Transitional Forest","Natural",0,18.88888889,0.7112,2020
"814",37,2020-09-15,14,0,0,"Transitional Forest","Natural",0,18.88888889,0.7112,2020
"815",37,2020-09-15,15,0,0,"Transitional Forest","Natural",0,18.88888889,0.7112,2020
"816",37,2020-09-15,16,0,0,"Transitional Forest","Natural",0,18.88888889,0.7112,2020
"817",37,2020-09-15,17,3,1,"Transitional Forest","Natural",0,18.88888889,0.7112,2020
"818",37,2020-09-15,18,0,0,"Transitional Forest","Natural",0,18.88888889,0.7112,2020
"819",37,2020-09-15,19,0,0,"Transitional Forest","Natural",0,18.88888889,0.7112,2020
"820",37,2020-09-15,20,1,1,"Transitional Forest","Natural",0,18.88888889,0.7112,2020
"821",37,2020-09-15,21,0,0,"Mature Forest","Artificial",0,18.88888889,0.7112,2020
"822",37,2020-09-15,22,0,0,"Mature Forest","Artificial",0,18.88888889,0.7112,2020
"823",37,2020-09-15,23,0,0,"Mature Forest","Artificial",0,18.88888889,0.7112,2020
"824",37,2020-09-15,24,0,0,"Mature Forest","Artificial",0,18.88888889,0.7112,2020
"825",37,2020-09-15,25,0,0,"Mature Forest","Artificial",0,18.88888889,0.7112,2020
"826",37,2020-09-15,26,0,0,"Mature Forest","Artificial",0,18.88888889,0.7112,2020
"827",37,2020-09-15,27,0,0,"Mature Forest","Artificial",0,18.88888889,0.7112,2020
"828",37,2020-09-15,28,0,0,"Mature Forest","Artificial",0,18.88888889,0.7112,2020
"829",37,2020-09-15,29,1,1,"Mature Forest","Artificial",0,18.88888889,0.7112,2020
"830",37,2020-09-15,30,0,0,"Mature Forest","Artificial",0,18.88888889,0.7112,2020
"831",37,2020-09-15,31,0,0,"Transitional Forest","Artificial",0,18.88888889,0.7112,2020
"832",37,2020-09-15,32,1,1,"Transitional Forest","Artificial",0,18.88888889,0.7112,2020
"833",37,2020-09-15,33,0,0,"Transitional Forest","Artificial",0,18.88888889,0.7112,2020
"834",37,2020-09-15,34,0,0,"Transitional Forest","Artificial",0,18.88888889,0.7112,2020
"835",37,2020-09-15,35,0,0,"Transitional Forest","Artificial",0,18.88888889,0.7112,2020
"836",37,2020-09-15,36,0,0,"Transitional Forest","Artificial",0,18.88888889,0.7112,2020
"837",37,2020-09-15,37,1,1,"Transitional Forest","Artificial",0,18.88888889,0.7112,2020
"838",37,2020-09-15,38,0,0,"Transitional Forest","Artificial",0,18.88888889,0.7112,2020
"839",37,2020-09-15,39,1,1,"Transitional Forest","Artificial",0,18.88888889,0.7112,2020
"840",37,2020-09-15,40,0,0,"Transitional Forest","Artificial",0,18.88888889,0.7112,2020
"841",38,2020-09-22,1,0,0,"Mature Forest","Natural",0,17.77777778,0,2020
"842",38,2020-09-22,2,1,1,"Mature Forest","Natural",0,17.77777778,0,2020
"843",38,2020-09-22,3,0,0,"Mature Forest","Natural",0,17.77777778,0,2020
"844",38,2020-09-22,4,0,0,"Mature Forest","Natural",0,17.77777778,0,2020
"845",38,2020-09-22,5,0,0,"Mature Forest","Natural",0,17.77777778,0,2020
"846",38,2020-09-22,6,0,0,"Mature Forest","Natural",0,17.77777778,0,2020
"847",38,2020-09-22,7,1,1,"Mature Forest","Natural",0,17.77777778,0,2020
"848",38,2020-09-22,8,0,0,"Mature Forest","Natural",0,17.77777778,0,2020
"849",38,2020-09-22,9,1,1,"Mature Forest","Natural",0,17.77777778,0,2020
"850",38,2020-09-22,10,1,1,"Mature Forest","Natural",0,17.77777778,0,2020
"851",38,2020-09-22,11,0,0,"Transitional Forest","Natural",0,17.77777778,0,2020
"852",38,2020-09-22,12,0,0,"Transitional Forest","Natural",0,17.77777778,0,2020
"853",38,2020-09-22,13,0,0,"Transitional Forest","Natural",0,17.77777778,0,2020
"854",38,2020-09-22,14,0,0,"Transitional Forest","Natural",0,17.77777778,0,2020
"855",38,2020-09-22,15,1,1,"Transitional Forest","Natural",0,17.77777778,0,2020
"856",38,2020-09-22,16,0,0,"Transitional Forest","Natural",0,17.77777778,0,2020
"857",38,2020-09-22,17,1,1,"Transitional Forest","Natural",0,17.77777778,0,2020
"858",38,2020-09-22,18,0,0,"Transitional Forest","Natural",0,17.77777778,0,2020
"859",38,2020-09-22,19,0,0,"Transitional Forest","Natural",0,17.77777778,0,2020
"860",38,2020-09-22,20,1,1,"Transitional Forest","Natural",0,17.77777778,0,2020
"861",38,2020-09-22,21,0,0,"Mature Forest","Artificial",0,17.77777778,0,2020
"862",38,2020-09-22,22,0,0,"Mature Forest","Artificial",0,17.77777778,0,2020
"863",38,2020-09-22,23,1,1,"Mature Forest","Artificial",0,17.77777778,0,2020
"864",38,2020-09-22,24,0,0,"Mature Forest","Artificial",0,17.77777778,0,2020
"865",38,2020-09-22,25,0,0,"Mature Forest","Artificial",0,17.77777778,0,2020
"866",38,2020-09-22,26,1,1,"Mature Forest","Artificial",0,17.77777778,0,2020
"867",38,2020-09-22,27,0,0,"Mature Forest","Artificial",0,17.77777778,0,2020
"868",38,2020-09-22,28,0,0,"Mature Forest","Artificial",0,17.77777778,0,2020
"869",38,2020-09-22,29,2,1,"Mature Forest","Artificial",0,17.77777778,0,2020
"870",38,2020-09-22,30,0,0,"Mature Forest","Artificial",0,17.77777778,0,2020
